base_salary,cap_hit,cap_perc,dead_cap_amt,name,option_bonus,other_bonus,position,restruct_bonus,roster_bonus,roster_status,signing_bonus,team,workout_bonus,year
"$303,000","$303,000 ",0.22,-,James Morris,-,-,ILB,-,-,active,-,new-england-patriots,-,2014
"$855,000","$301,765 ",0.22,-,Alan Branch,-,-,DT,-,-,active,-,new-england-patriots,-,2014
"$420,000","$271,765 ",0.20,-,Jonas Gray,-,-,RB,-,-,active,-,new-england-patriots,-,2014
"$257,647","$257,647 ",0.19,-,LeGarrette Blount,-,-,RB,-,-,active,-,new-england-patriots,-,2014
"$495,000","$116,471 ",0.08,-,Darius Fleming,-,-,OLB,-,-,active,-,new-england-patriots,-,2014
"$420,000","$24,705 ",0.02,-,Josh Boyce,-,-,WR,-,-,active,-,new-england-patriots,-,2014
"$3,250,000","$7,287,500 ",5.24,"$187,500",Jerod Mayo,"$2,400,000",-,ILB,-,"$187,500",injured_reserve,"$1,200,000",new-england-patriots,"$250,000",2014
"$495,000","$383,462 ",0.28,-,Michael Buchanan,-,-,DE,-,-,injured_reserve,"$13,403",new-england-patriots,-,2014
"$303,000","$308,000 ",0.22,-,Cameron Gordon,-,-,OLB,-,-,injured_reserve,"$5,000",new-england-patriots,-,2014
"$303,000","$303,000 ",0.22,-,Greg Orton,-,-,WR,-,-,injured_reserve,-,new-england-patriots,-,2014
"$107,100","$107,100 ",0.08,-,Jake Bequette,-,-,DE,-,-,practice_squad,-,new-england-patriots,-,2014
"$107,100","$107,100 ",0.08,-,Kanorris Davis,-,-,S,-,-,practice_squad,-,new-england-patriots,-,2014
"$69,300","$69,300 ",0.05,-,Caylin Hauptmann,-,-,G,-,-,practice_squad,-,new-england-patriots,-,2014
"$56,700","$56,700 ",0.04,-,Chris Barker,-,-,G,-,-,practice_squad,-,new-england-patriots,-,2014
"$50,400","$50,400 ",0.04,-,Jonathan Krause,-,-,WR,-,-,practice_squad,-,new-england-patriots,-,2014
"$25,200","$25,200 ",0.02,-,Justin Green,-,-,CB,-,-,practice_squad,-,new-england-patriots,-,2014
"$25,200","$25,200 ",0.02,-,Deontae Skinner,-,-,OLB,-,-,practice_squad,-,new-england-patriots,-,2014
"$12,600","$12,600 ",0.01,-,Garrett Gilbert,-,-,QB,-,-,practice_squad,-,new-england-patriots,-,2014
"$6,300","$6,300 ",0.00,-,Dax Swanson,-,-,SS,-,-,practice_squad,-,new-england-patriots,-,2014
-,"$7,500,000 ",5.39,-,Aaron Hernandez,-,-,TE,-,-,dead_cap,"$7,500,000",new-england-patriots,-,2014
-,"$4,250,000 ",3.06,-,Logan Mankins,-,-,G,-,-,dead_cap,"$4,000,000",new-england-patriots,"$250,000",2014
"$1,000,000","$1,000,000 ",0.72,-,Isaac Sopoaga,-,-,DT,-,-,dead_cap,-,new-england-patriots,-,2014
"$833,334","$833,334 ",0.60,-,Steve Gregory,-,-,S,-,-,dead_cap,-,new-england-patriots,-,2014
"$666,667","$666,667 ",0.48,-,Adrian Wilson,-,-,S,-,-,dead_cap,-,new-england-patriots,-,2014
-,"$600,000 ",0.43,-,Tommy Kelly,-,-,DT,-,-,dead_cap,"$600,000",new-england-patriots,-,2014
"$589,382","$589,382 ",0.42,-,Ras-I Dowling,-,-,CB,-,-,dead_cap,-,new-england-patriots,-,2014
"$349,412","$349,412 ",0.25,-,Don Jones,-,-,FS,-,-,dead_cap,-,new-england-patriots,-,2014
"$333,334","$333,334 ",0.24,-,Daniel Fells,-,-,TE,-,-,dead_cap,-,new-england-patriots,-,2014
"$267,553","$267,553 ",0.19,-,Casey Walker,-,-,DT,-,-,dead_cap,-,new-england-patriots,-,2014
"$227,847","$227,847 ",0.16,-,Deontae Skinner,-,-,OLB,-,-,dead_cap,-,new-england-patriots,-,2014
"$221,188","$221,188 ",0.16,-,Joe Vellano,-,-,DT,-,-,dead_cap,-,new-england-patriots,-,2014
"$100,800","$220,050 ",0.16,-,Josh Boyce,-,-,WR,-,-,dead_cap,"$119,250",new-england-patriots,-,2014
-,"$160,969 ",0.12,-,Ryan Mallett,-,-,QB,-,-,dead_cap,"$160,969",new-england-patriots,-,2014
"$149,224","$149,224 ",0.11,-,Ja'Gared Davis,-,-,ILB,-,-,dead_cap,-,new-england-patriots,-,2014
"$145,588","$146,421 ",0.11,-,Kenbrell Thompkins,-,-,WR,-,-,dead_cap,$833,new-england-patriots,-,2014
-,"$139,950 ",0.10,-,Jake Bequette,-,-,DE,-,-,dead_cap,"$134,950",new-england-patriots,"$5,000",2014
"$121,235","$121,235 ",0.09,-,Darius Fleming,-,-,OLB,-,-,dead_cap,-,new-england-patriots,-,2014
"$96,035","$96,035 ",0.07,-,Chris Barker,-,-,G,-,-,dead_cap,-,new-england-patriots,-,2014
"$94,500","$94,500 ",0.07,-,Dax Swanson,-,-,SS,-,-,dead_cap,-,new-england-patriots,-,2014
-,"$80,000 ",0.06,-,Danny Aiken,-,-,LS,-,-,dead_cap,"$55,000",new-england-patriots,"$25,000",2014
"$75,000","$75,000 ",0.05,-,Lavelle Hawkins,-,-,WR,-,-,dead_cap,-,new-england-patriots,-,2014
"$49,412","$72,540 ",0.05,-,Jemea Thomas,-,-,CB,-,-,dead_cap,"$23,128",new-england-patriots,-,2014
"$50,400","$50,400 ",0.04,-,Kona Schwenke,-,-,DT,-,-,dead_cap,-,new-england-patriots,-,2014
"$37,800","$37,800 ",0.03,-,Ben Bass,-,-,DT,-,-,dead_cap,-,new-england-patriots,-,2014
"$37,800","$37,800 ",0.03,-,Jonas Gray,-,-,RB,-,-,dead_cap,-,new-england-patriots,-,2014
"$31,500","$31,500 ",0.02,-,Chris Martin,-,-,RT,-,-,dead_cap,-,new-england-patriots,-,2014
-,"$30,775 ",0.02,-,Jon Halapio,-,-,G,-,-,dead_cap,"$30,775",new-england-patriots,-,2014
"$25,200","$25,200 ",0.02,-,Caylin Hauptmann,-,-,G,-,-,dead_cap,-,new-england-patriots,-,2014
"$17,000","$18,000 ",0.01,-,Asa Watson,-,-,TE,-,-,dead_cap,"$1,000",new-england-patriots,-,2014
"$15,000","$17,500 ",0.01,-,Stephen Houston,-,-,RB,-,-,dead_cap,"$2,500",new-england-patriots,-,2014
-,"$15,000 ",0.01,-,James Anderson,-,-,OLB,-,-,dead_cap,"$15,000",new-england-patriots,-,2014
"$15,000","$15,000 ",0.01,-,Will Smith,-,-,OLB,-,-,dead_cap,-,new-england-patriots,-,2014
"$12,600","$12,600 ",0.01,-,Kelcy Quarles,-,-,DT,-,-,dead_cap,-,new-england-patriots,-,2014
"$12,600","$12,600 ",0.01,-,Cam Henderson,-,-,DE,-,-,dead_cap,-,new-england-patriots,-,2014
"$12,600","$12,600 ",0.01,-,Charley Hughlett,-,-,LS,-,-,dead_cap,-,new-england-patriots,-,2014
-,"$12,000 ",0.01,-,Tyler Ott,-,-,LS,-,-,dead_cap,"$12,000",new-england-patriots,-,2014
-,"$11,898 ",0.01,-,Steve Beauharnais,-,-,ILB,-,-,dead_cap,"$11,898",new-england-patriots,-,2014
-,"$11,898 ",0.01,-,Jeremy Gallon,-,-,WR,-,-,dead_cap,"$11,898",new-england-patriots,-,2014
"$10,000","$11,666 ",0.01,-,Justin Jones,-,-,TE,-,-,dead_cap,"$1,666",new-england-patriots,-,2014
"$8,000","$8,000 ",0.01,-,Zach Sudfeld,-,-,TE,-,-,dead_cap,-,new-england-patriots,-,2014
"$6,667","$6,667 ",0.00,-,Ben Bartholomew,-,-,FB,-,-,dead_cap,-,new-england-patriots,-,2014
"$5,000","$6,666 ",0.00,-,Roy Finch,-,-,RB,-,-,dead_cap,"$1,666",new-england-patriots,-,2014
"$5,000","$6,666 ",0.00,-,Shamiel Gary,-,-,S,-,-,dead_cap,"$1,666",new-england-patriots,-,2014
"$5,000","$6,666 ",0.00,-,Travis Hawkins,-,-,CB,-,-,dead_cap,"$1,666",new-england-patriots,-,2014
"$6,300","$6,300 ",0.00,-,McLeod Bethel-Thompson,-,-,QB,-,-,dead_cap,-,new-england-patriots,-,2014
"$6,300","$6,300 ",0.00,-,Xavier Grimble,-,-,TE,-,-,dead_cap,-,new-england-patriots,-,2014
"$6,300","$6,300 ",0.00,-,Jonathan Krause,-,-,WR,-,-,dead_cap,-,new-england-patriots,-,2014
"$6,300","$6,300 ",0.00,-,Allen Reisner,-,-,TE,-,-,dead_cap,-,new-england-patriots,-,2014
"$5,333","$5,333 ",0.00,-,T.J. Moe,-,-,WR,-,-,dead_cap,-,new-england-patriots,-,2014
-,"$5,000 ",0.00,-,Jeremy Deering,-,-,S,-,-,dead_cap,"$5,000",new-england-patriots,-,2014
"$5,000","$5,000 ",0.00,-,Elvis Fisher,-,-,T,-,-,dead_cap,-,new-england-patriots,-,2014
"$4,333","$4,333 ",0.00,-,Markus Zusevics,-,-,RT,-,-,dead_cap,-,new-england-patriots,-,2014
"$3,334","$3,334 ",0.00,-,Kanorris Davis,-,-,S,-,-,dead_cap,-,new-england-patriots,-,2014
"$3,334","$3,334 ",0.00,-,Chris McDonald,-,-,FB,-,-,dead_cap,-,new-england-patriots,-,2014
"$2,667","$2,667 ",0.00,-,Cory Grissom,-,-,DT,-,-,dead_cap,-,new-england-patriots,-,2014
"$2,667","$2,667 ",0.00,-,Josh Kline,-,-,G,-,-,dead_cap,-,new-england-patriots,-,2014
"$2,334","$2,334 ",0.00,-,Justin Francis,-,-,DE,-,-,dead_cap,-,new-england-patriots,-,2014
"$2,334","$2,334 ",0.00,-,Brandon Jones,-,-,CB,-,-,dead_cap,-,new-england-patriots,-,2014
"$2,000","$2,000 ",0.00,-,Brandon Ford,-,-,TE,-,-,dead_cap,-,new-england-patriots,-,2014
"$1,667","$1,667 ",0.00,-,Stephen Morris,-,-,CB,-,-,dead_cap,-,new-england-patriots,-,2014
"$1,667","$1,667 ",0.00,-,Matt Stankiewitch,-,-,C,-,-,dead_cap,-,new-england-patriots,-,2014
"$1,500","$1,500 ",0.00,-,Tyler Beck,-,-,TE,-,-,dead_cap,-,new-england-patriots,-,2014
"$1,334","$1,334 ",0.00,-,Mike Zupancic,-,-,LS,-,-,dead_cap,-,new-england-patriots,-,2014
-,"$1,000 ",0.00,-,Mark Harrison,-,-,WR,-,-,dead_cap,"$1,000",new-england-patriots,-,2014
$667,$667 ,0.00,-,Dewayne Cherrington,-,-,DT,-,-,dead_cap,-,new-england-patriots,-,2014
$667,$667 ,0.00,-,Quenton Hines,-,-,RB,-,-,dead_cap,-,new-england-patriots,-,2014
"$8,000,000","$14,000,000 ",9.68,-,Tom Brady,-,-,QB,-,-,active,"$6,000,000",new-england-patriots,-,2015
"$4,750,000","$8,650,000 ",5.98,-,Rob Gronkowski,"$2,000,000",-,TE,-,-,active,"$1,650,000",new-england-patriots,"$250,000",2015
"$2,250,000","$7,020,833 ",4.86,"$1,937,500",Sebastian Vollmer,"$333,333","$750,000",RT,-,"$1,937,500",active,"$1,750,000",new-england-patriots,-,2015
"$2,500,000","$6,000,000 ",4.15,"$500,000",Devin McCourty,-,-,FS,-,"$500,000",active,"$3,000,000",new-england-patriots,-,2015
"$1,500,000","$4,750,000 ",3.29,"$400,000",Rob Ninkovich,-,-,OLB,-,"$400,000",active,"$2,750,000",new-england-patriots,"$100,000",2015
"$2,250,000","$4,656,250 ",3.22,"$656,250",Julian Edelman,-,"$500,000",WR,-,"$656,250",active,"$1,250,000",new-england-patriots,-,2015
"$1,000,000","$4,000,000 ",2.77,"$1,000,000",Jabaal Sheard,-,-,OLB,-,"$1,000,000",active,"$2,000,000",new-england-patriots,-,2015
"$1,800,000","$3,600,000 ",2.49,"$200,000",Stephen Gostkowski,-,-,K,-,"$200,000",active,"$1,500,000",new-england-patriots,"$100,000",2015
"$1,800,000","$3,500,000 ",2.42,"$400,000",Brandon LaFell,-,"$300,000",WR,-,"$400,000",active,"$1,000,000",new-england-patriots,-,2015
"$1,250,000","$3,116,666 ",2.16,"$500,000",Danny Amendola,-,-,WR,-,"$500,000",active,"$1,366,666",new-england-patriots,-,2015
"$1,200,000","$2,616,666 ",1.81,"$250,000",Marcus Cannon,-,-,RT,-,"$250,000",active,"$1,066,666",new-england-patriots,"$100,000",2015
"$1,504,568","$2,600,659 ",1.80,-,Chandler Jones,-,-,OLB,-,-,active,"$1,096,091",new-england-patriots,-,2015
"$1,443,273","$2,457,637 ",1.70,-,Dont'a Hightower,-,-,OLB,-,-,active,"$1,014,364",new-england-patriots,-,2015
"$1,200,000","$2,250,000 ",1.56,-,Scott Chandler,-,-,TE,-,-,active,"$1,000,000",new-england-patriots,"$50,000",2015
"$1,200,000","$2,150,000 ",1.49,"$200,000",Alan Branch,-,"$400,000",DT,-,"$200,000",active,"$350,000",new-england-patriots,-,2015
"$1,000,000","$2,000,000 ",1.38,"$200,000",Patrick Chung,-,-,SS,-,"$200,000",active,"$800,000",new-england-patriots,-,2015
"$1,000,000","$1,766,666 ",1.22,-,Matthew Slater,-,"$100,000",WR,-,-,active,"$666,666",new-england-patriots,-,2015
"$435,000","$1,384,223 ",0.96,-,Malcom Brown,-,-,DT,-,-,active,"$949,223",new-england-patriots,-,2015
"$965,166","$1,342,057 ",0.93,-,Tavon Wilson,-,-,SS,-,-,active,"$376,891",new-england-patriots,-,2015
"$1,259,588","$1,259,588 ",0.87,-,Akiem Hicks,-,-,DE,-,-,active,-,new-england-patriots,-,2015
"$850,000","$1,250,000 ",0.86,-,Jonathan Freeny,-,-,OLB,-,-,active,"$400,000",new-england-patriots,-,2015
"$585,000","$1,085,500 ",0.75,-,Ryan Allen,-,-,P,-,-,active,"$500,500",new-england-patriots,-,2015
"$660,000","$1,035,000 ",0.72,"$200,000",Brandon Bolden,-,-,RB,-,"$200,000",active,"$150,000",new-england-patriots,"$25,000",2015
"$746,909","$1,025,727 ",0.71,-,Jamie Collins,-,-,OLB,-,-,active,"$278,818",new-england-patriots,-,2015
"$585,000","$835,000 ",0.58,-,Josh Kline,-,-,G,-,-,active,"$250,000",new-england-patriots,-,2015
"$578,359","$791,795 ",0.55,-,Jimmy Garoppolo,-,-,QB,-,-,active,"$213,436",new-england-patriots,-,2015
"$585,000","$745,813 ",0.52,-,Logan Ryan,-,-,CB,-,-,active,"$140,813",new-england-patriots,"$20,000",2015
"$585,000","$724,400 ",0.50,-,Duron Harmon,-,-,SS,-,-,active,"$133,400",new-england-patriots,"$6,000",2015
"$660,000","$684,150 ",0.47,-,Nate Ebner,-,-,FS,-,-,active,"$24,150",new-england-patriots,-,2015
"$435,000","$674,827 ",0.47,-,Jordan Richards,-,-,SS,-,-,active,"$239,827",new-england-patriots,-,2015
"$745,000","$665,000 ",0.46,-,Brandon Gibson,-,-,WR,-,-,active,"$40,000",new-england-patriots,"$40,000",2015
"$660,000","$660,000 ",0.46,-,James Develin,-,-,FB,-,-,active,-,new-england-patriots,-,2015
"$660,000","$660,000 ",0.46,-,Sealver Siliga,-,-,DT,-,-,active,-,new-england-patriots,-,2015
"$535,544","$654,794 ",0.45,-,Bryan Stork,-,-,C,-,-,active,"$119,250",new-england-patriots,-,2015
"$621,176","$621,176 ",0.43,-,Keshawn Martin,-,-,WR,-,-,active,-,new-england-patriots,-,2015
"$510,000","$609,272 ",0.42,-,James White,-,-,RB,-,-,active,"$99,272",new-england-patriots,-,2015
"$435,000","$580,488 ",0.40,-,Geno Grissom,-,-,DE,-,-,active,"$145,488",new-england-patriots,-,2015
"$435,000","$565,935 ",0.39,-,Tre' Jackson,-,-,G,-,-,active,"$130,935",new-england-patriots,-,2015
"$546,209","$546,209 ",0.38,-,Jon Bostic,-,-,ILB,-,-,active,-,new-england-patriots,-,2015
"$435,000","$545,881 ",0.38,-,Shaq Mason,-,-,G,-,-,active,"$110,881",new-england-patriots,-,2015
"$510,000","$510,000 ",0.35,-,Malcolm Butler,-,-,CB,-,-,active,-,new-england-patriots,-,2015
"$435,000","$477,500 ",0.33,"$17,500",Joe Cardona,-,-,LS,-,"$17,500",active,"$25,000",new-england-patriots,-,2015
"$435,000","$440,000 ",0.30,-,David Andrews,-,-,C,-,-,active,"$5,000",new-england-patriots,-,2015
"$435,000","$435,000 ",0.30,-,Justin Coleman,-,-,CB,-,-,active,-,new-england-patriots,-,2015
"$435,000","$435,000 ",0.30,-,Michael Williams,-,-,TE,-,-,active,-,new-england-patriots,-,2015
"$360,000","$360,000 ",0.25,-,Cameron Fleming,-,-,T,-,-,active,-,new-england-patriots,-,2015
"$318,000","$346,013 ",0.24,-,A.J. Derby,-,-,TE,-,-,active,"$28,013",new-england-patriots,-,2015
"$332,647","$332,647 ",0.23,-,Brandon King,-,-,FS,-,-,active,-,new-england-patriots,-,2015
"$318,000","$331,555 ",0.23,-,Darryl Roberts,-,-,CB,-,-,active,"$13,555",new-england-patriots,-,2015
"$318,000","$318,000 ",0.22,-,Tyler Gaffney,-,-,RB,-,-,active,-,new-england-patriots,-,2015
"$206,470","$206,470 ",0.14,-,Darius Fleming,-,-,OLB,-,-,active,-,new-england-patriots,-,2015
"$155,294","$155,294 ",0.11,-,Leonard Johnson,-,-,CB,-,-,active,-,new-england-patriots,-,2015
"$103,235","$103,235 ",0.07,-,LaAdrian Waddle,-,-,RT,-,-,active,-,new-england-patriots,-,2015
"$114,117","$68,823 ",0.05,-,Steven Jackson,-,-,RB,-,-,active,-,new-england-patriots,-,2015
"$51,176","$51,176 ",0.04,-,Chris Harper,-,-,WR,-,-,active,-,new-england-patriots,-,2015
"$43,823","$43,823 ",0.03,-,Dekoda Watson,-,-,OLB,-,-,active,-,new-england-patriots,-,2015
"$38,823","$38,823 ",0.03,-,Ishmaa'ily Kitchen,-,-,DT,-,-,active,-,new-england-patriots,-,2015
"$1,500,000","$6,100,000 ",4.22,-,Jerod Mayo,"$2,400,000",-,ILB,-,-,injured_reserve,"$2,200,000",new-england-patriots,-,2015
"$1,438,000","$5,604,666 ",3.88,-,Nate Solder,-,-,LT,-,-,injured_reserve,"$4,166,666",new-england-patriots,-,2015
"$1,000,000","$2,400,000 ",1.66,"$175,000",Ryan Wendell,-,"$800,000",C,-,"$175,000",injured_reserve,"$425,000",new-england-patriots,-,2015
"$1,000,000","$2,000,000 ",1.38,"$100,000",Tarell Brown,-,"$500,000",CB,-,"$100,000",injured_reserve,"$400,000",new-england-patriots,-,2015
"$751,980","$1,659,898 ",1.15,-,Dominique Easley,-,-,DT,-,-,injured_reserve,"$907,918",new-england-patriots,-,2015
"$705,882","$949,632 ",0.66,"$193,750",LeGarrette Blount,-,-,RB,-,"$193,750",injured_reserve,-,new-england-patriots,"$50,000",2015
"$716,670","$935,010 ",0.65,-,Aaron Dobson,-,-,WR,-,-,injured_reserve,"$218,340",new-england-patriots,-,2015
"$585,000","$785,000 ",0.54,-,Dion Lewis,-,-,RB,-,-,injured_reserve,"$200,000",new-england-patriots,-,2015
"$400,588","$540,321 ",0.37,-,Trey Flowers,-,-,DE,-,-,injured_reserve,"$139,733",new-england-patriots,-,2015
"$348,000","$363,000 ",0.25,-,Brian Tyms,-,-,WR,-,-,injured_reserve,-,new-england-patriots,"$15,000",2015
"$137,647","$137,647 ",0.10,-,Eric Martin,-,-,ILB,-,-,injured_reserve,-,new-england-patriots,-,2015
"$435,000","$435,000 ",0.30,-,Rufus Johnson,-,-,OLB,-,-,non_fb_injury,-,new-england-patriots,-,2015
"$19,800","$19,800 ",0.01,-,Montee Ball,-,-,RB,-,-,practice_squad,-,new-england-patriots,-,2015
-,"$5,000,000 ",3.46,-,Darrelle Revis,-,-,CB,-,-,dead_cap,"$5,000,000",new-england-patriots,-,2015
-,"$4,000,000 ",2.77,-,Logan Mankins,-,-,G,-,-,dead_cap,"$4,000,000",new-england-patriots,-,2015
-,"$3,250,000 ",2.25,-,Kyle Arrington,-,-,CB,-,-,dead_cap,"$3,250,000",new-england-patriots,-,2015
"$800,000","$1,275,000 ",0.88,"$75,000",Bradley Fletcher,-,-,CB,-,"$75,000",dead_cap,"$100,000",new-england-patriots,"$300,000",2015
-,"$866,668 ",0.60,-,Vince Wilfork,-,-,DT,-,-,dead_cap,"$866,668",new-england-patriots,-,2015
"$141,176","$639,926 ",0.44,"$318,750",Michael Hoomanawanui,-,-,TE,-,"$318,750",dead_cap,"$180,000",new-england-patriots,-,2015
-,"$450,000 ",0.31,-,Reggie Wayne,-,-,WR,-,-,dead_cap,"$450,000",new-england-patriots,-,2015
"$150,000","$350,000 ",0.24,-,Robert McClain,-,-,CB,-,-,dead_cap,"$150,000",new-england-patriots,"$50,000",2015
"$301,694","$301,694 ",0.21,-,Rashaan Melvin,-,-,CB,-,-,dead_cap,-,new-england-patriots,-,2015
-,"$253,500 ",0.18,-,Josh Boyce,-,-,WR,-,-,dead_cap,"$238,500",new-england-patriots,"$15,000",2015
"$116,470","$198,970 ",0.14,"$50,000",Travaris Cadet,-,-,RB,-,"$50,000",dead_cap,"$32,500",new-england-patriots,-,2015
"$182,600","$182,600 ",0.13,-,Asante Cleveland,-,-,TE,-,-,dead_cap,-,new-england-patriots,-,2015
"$177,964","$177,964 ",0.12,-,Khyri Thornton,-,-,DT,-,-,dead_cap,-,new-england-patriots,-,2015
"$162,634","$172,634 ",0.12,-,Eric Martin,-,-,ILB,-,-,dead_cap,-,new-england-patriots,"$10,000",2015
"$155,964","$160,964 ",0.11,-,Chris Harper,-,-,WR,-,-,dead_cap,"$5,000",new-england-patriots,-,2015
"$143,222","$143,222 ",0.10,-,Armond Armstead,-,-,DT,-,-,dead_cap,-,new-england-patriots,-,2015
-,"$134,950 ",0.09,-,Jake Bequette,-,-,DE,-,-,dead_cap,"$134,950",new-england-patriots,-,2015
"$122,400","$122,400 ",0.08,-,Chris Barker,-,-,G,-,-,dead_cap,-,new-england-patriots,-,2015
"$39,600","$114,746 ",0.08,-,Cameron Fleming,-,-,T,-,-,dead_cap,"$75,146",new-england-patriots,-,2015
"$110,576","$110,576 ",0.08,-,Joey Iosefa,-,-,FB,-,-,dead_cap,-,new-england-patriots,-,2015
-,"$92,325 ",0.06,-,Jon Halapio,-,-,G,-,-,dead_cap,"$92,325",new-england-patriots,-,2015
"$77,647","$77,647 ",0.05,-,Damaris Johnson,-,-,WR,-,-,dead_cap,-,new-england-patriots,-,2015
"$72,600","$72,600 ",0.05,-,Darius Fleming,-,-,OLB,-,-,dead_cap,-,new-england-patriots,-,2015
-,"$69,384 ",0.05,-,Jemea Thomas,-,-,CB,-,-,dead_cap,"$69,384",new-england-patriots,-,2015
"$87,647","$68,823 ",0.05,-,Dekoda Watson,-,-,OLB,-,-,dead_cap,-,new-england-patriots,-,2015
"$66,600","$66,600 ",0.05,-,Dewey McDonald,-,-,OLB,-,-,dead_cap,-,new-england-patriots,-,2015
"$66,000","$66,000 ",0.05,-,Blaine Clausell,-,-,T,-,-,dead_cap,-,new-england-patriots,-,2015
"$58,764","$58,764 ",0.04,-,Ryan Groy,-,-,G,-,-,dead_cap,-,new-england-patriots,-,2015
"$52,800","$52,800 ",0.04,-,Keavon Milton,-,-,T,-,-,dead_cap,-,new-england-patriots,-,2015
"$52,800","$52,800 ",0.04,-,Torrian Wilson,-,-,T,-,-,dead_cap,-,new-england-patriots,-,2015
"$52,800","$52,800 ",0.04,-,Austin Hill,-,-,WR,-,-,dead_cap,-,new-england-patriots,-,2015
-,"$50,000 ",0.03,-,Chimdi Chekwa,-,-,CB,-,-,dead_cap,"$50,000",new-england-patriots,-,2015
-,"$50,000 ",0.03,-,Chris White,-,-,ILB,-,-,dead_cap,"$50,000",new-england-patriots,-,2015
"$46,200","$46,200 ",0.03,-,Brock Vereen,-,-,FS,-,-,dead_cap,-,new-england-patriots,-,2015
"$44,411","$44,411 ",0.03,-,Leonard Hankerson,-,-,WR,-,-,dead_cap,-,new-england-patriots,-,2015
"$38,823","$38,823 ",0.03,-,Ishmaa'ily Kitchen,-,-,DT,-,-,dead_cap,-,new-england-patriots,-,2015
-,"$35,973 ",0.02,-,Matthew Wells,-,-,LB,-,-,dead_cap,"$35,973",new-england-patriots,-,2015
-,"$35,694 ",0.02,-,Jeremy Gallon,-,-,WR,-,-,dead_cap,"$35,694",new-england-patriots,-,2015
"$33,000","$34,000 ",0.02,-,Brandon King,-,-,FS,-,-,dead_cap,"$1,000",new-england-patriots,-,2015
-,"$26,806 ",0.02,-,Michael Buchanan,-,-,DE,-,-,dead_cap,"$26,806",new-england-patriots,-,2015
"$26,400","$26,400 ",0.02,-,Brandon Dixon,-,-,CB,-,-,dead_cap,-,new-england-patriots,-,2015
"$25,588","$25,588 ",0.02,-,Troy Hill,-,-,CB,-,-,dead_cap,-,new-england-patriots,-,2015
-,"$25,550 ",0.02,-,Zach Moore,-,-,DE,-,-,dead_cap,"$25,550",new-england-patriots,-,2015
-,"$25,000 ",0.02,-,Brandon Spikes,-,-,ILB,-,-,dead_cap,"$25,000",new-england-patriots,-,2015
-,"$23,796 ",0.02,-,Steve Beauharnais,-,-,ILB,-,-,dead_cap,"$23,796",new-england-patriots,-,2015
"$19,800","$20,634 ",0.01,-,Kenbrell Thompkins,-,-,WR,-,-,dead_cap,$834,new-england-patriots,-,2015
-,"$20,000 ",0.01,-,Matt Flynn,-,-,QB,-,-,dead_cap,"$20,000",new-england-patriots,-,2015
"$19,800","$19,800 ",0.01,-,Deandre Carter,-,-,WR,-,-,dead_cap,-,new-england-patriots,-,2015
"$19,800","$19,800 ",0.01,-,Joseph Fauria,-,-,TE,-,-,dead_cap,-,new-england-patriots,-,2015
"$19,800","$19,800 ",0.01,-,Chris Greenwood,-,-,CB,-,-,dead_cap,-,new-england-patriots,-,2015
"$19,800","$19,800 ",0.01,-,Kevin Snyder,-,-,ILB,-,-,dead_cap,-,new-england-patriots,-,2015
"$19,800","$19,800 ",0.01,-,Robert Thomas,-,-,DT,-,-,dead_cap,-,new-england-patriots,-,2015
"$19,800","$19,800 ",0.01,-,Ross Ventrone,-,-,SS,-,-,dead_cap,-,new-england-patriots,-,2015
-,"$15,000 ",0.01,-,Devin Gardner,-,-,QB,-,-,dead_cap,"$15,000",new-england-patriots,-,2015
-,"$14,462 ",0.01,-,Alfonzo Dennard,-,-,CB,-,-,dead_cap,"$14,462",new-england-patriots,-,2015
"$13,200","$13,200 ",0.01,-,Nathan Palmer,-,-,WR,-,-,dead_cap,-,new-england-patriots,-,2015
"$13,200","$13,200 ",0.01,-,Kelcy Quarles,-,-,DT,-,-,dead_cap,-,new-england-patriots,-,2015
"$13,200","$13,200 ",0.01,-,Floyd Raven,-,-,SS,-,-,dead_cap,-,new-england-patriots,-,2015
"$13,200","$13,200 ",0.01,-,Alex Singleton,-,-,LB,-,-,dead_cap,-,new-england-patriots,-,2015
"$13,200","$13,200 ",0.01,-,Jimmy Staten,-,-,DT,-,-,dead_cap,-,new-england-patriots,-,2015
"$13,200","$13,200 ",0.01,-,Dax Swanson,-,-,SS,-,-,dead_cap,-,new-england-patriots,-,2015
-,"$13,195 ",0.01,-,Xzavier Dickson,-,-,OLB,-,-,dead_cap,"$13,195",new-england-patriots,-,2015
-,"$10,000 ",0.01,-,Cameron Gordon,-,-,OLB,-,-,dead_cap,"$10,000",new-england-patriots,-,2015
-,"$10,000 ",0.01,-,Jonathan Krause,-,-,WR,-,-,dead_cap,"$10,000",new-england-patriots,-,2015
-,"$10,000 ",0.01,-,Antonio Johnson,-,-,DT,-,-,dead_cap,-,new-england-patriots,"$10,000",2015
"$5,000","$6,666 ",0.00,-,Jimmy Jean,-,-,CB,-,-,dead_cap,"$1,666",new-england-patriots,-,2015
"$6,600","$6,600 ",0.00,-,Sean Hickey,-,-,T,-,-,dead_cap,-,new-england-patriots,-,2015
"$6,600","$6,600 ",0.00,-,Joe Vellano,-,-,DT,-,-,dead_cap,-,new-england-patriots,-,2015
