base_salary,cap_hit,cap_perc,dead_cap_amt,name,option_bonus,other_bonus,position,restruct_bonus,roster_bonus,roster_status,signing_bonus,team,workout_bonus,year
"$5,250,000","$7,000,000 ",6.42,-,Edgerrin James,-,-,RB,-,-,active,"$1,750,000",arizona-cardinals,-,2007
"$3,580,000","$5,836,000 ",5.35,-,Larry Fitzgerald,"$1,006,000",-,WR,-,-,active,"$1,250,000",arizona-cardinals,-,2007
"$4,500,000","$5,400,000 ",4.95,-,Chike Okeafor,-,-,G,-,-,active,"$900,000",arizona-cardinals,-,2007
"$4,000,000","$5,000,000 ",4.59,-,Kurt Warner,-,-,QB,-,-,active,"$1,000,000",arizona-cardinals,-,2007
"$510,000","$4,010,000 ",3.68,"$3,500,000",Darnell Dockett,-,-,DE,-,"$3,500,000",active,-,arizona-cardinals,-,2007
"$2,000,000","$4,000,000 ",3.67,-,Anquan Boldin,"$1,000,000",-,WR,-,-,active,"$1,000,000",arizona-cardinals,-,2007
"$2,430,000","$3,982,000 ",3.65,-,Antrel Rolle,"$1,552,000",-,SS,-,-,active,-,arizona-cardinals,-,2007
"$1,000,000","$3,300,000 ",3.03,-,Reggie Wells,-,-,G,-,-,active,"$600,000",arizona-cardinals,-,2007
"$1,800,000","$2,500,000 ",2.29,-,Oliver Ross,-,-,T,-,-,active,"$700,000",arizona-cardinals,-,2007
"$285,000","$2,210,000 ",2.03,"$1,925,000",Levi Brown,-,-,LT,-,"$1,925,000",active,-,arizona-cardinals,-,2007
"$811,250","$1,936,250 ",1.78,-,Calvin Pace,"$525,000",-,OLB,-,-,active,"$600,000",arizona-cardinals,-,2007
"$751,250","$1,560,000 ",1.43,-,Bryant Johnson,"$438,750",-,WR,-,-,active,"$370,000",arizona-cardinals,-,2007
"$894,000","$1,419,000 ",1.30,-,Karlos Dansby,-,-,ILB,-,-,active,"$525,000",arizona-cardinals,-,2007
"$600,000","$1,400,000 ",1.28,-,Mike Gandy,-,-,T,-,-,active,"$800,000",arizona-cardinals,-,2007
"$650,000","$950,000 ",0.87,"$300,000",Monty Beisel,-,-,LB,-,"$300,000",active,-,arizona-cardinals,-,2007
"$435,000","$894,375 ",0.82,-,J.J. Arrington,-,-,RB,-,-,active,"$459,375",arizona-cardinals,-,2007
"$360,000","$856,250 ",0.79,-,Taitusi Lutui,-,-,G,-,-,active,"$496,250",arizona-cardinals,-,2007
"$800,000","$800,000 ",0.73,-,Neil Rackers,-,-,K,-,-,active,-,arizona-cardinals,-,2007
"$285,000","$785,000 ",0.72,-,Alan Branch,-,-,DT,-,-,active,"$500,000",arizona-cardinals,-,2007
"$435,000","$620,667 ",0.57,-,Eric Green,-,-,CB,-,-,active,"$185,667",arizona-cardinals,-,2007
"$435,000","$581,333 ",0.53,-,Darryl Blackstock,-,-,LB,-,-,active,"$146,333",arizona-cardinals,-,2007
"$360,000","$552,667 ",0.51,-,Leonard Pope,-,-,TE,-,-,active,"$192,667",arizona-cardinals,-,2007
"$435,000","$549,167 ",0.50,-,Elton Brown,-,-,G,-,-,active,"$114,167",arizona-cardinals,-,2007
"$510,000","$510,000 ",0.47,-,Oliver Celestin,-,-,S,-,-,active,-,arizona-cardinals,-,2007
"$510,000","$510,000 ",0.47,-,Antonio Smith,-,-,DE,-,-,active,-,arizona-cardinals,-,2007
"$510,000","$510,000 ",0.47,-,Matt Ware,-,-,CB,-,-,active,-,arizona-cardinals,-,2007
"$360,000","$475,833 ",0.44,-,Gabe Watson,-,-,DT,-,-,active,"$115,833",arizona-cardinals,-,2007
"$720,000","$435,000 ",0.40,-,Ralph Brown,-,-,CB,-,-,active,-,arizona-cardinals,-,2007
"$595,000","$435,000 ",0.40,-,Rodney Bailey,-,-,DE,-,-,active,-,arizona-cardinals,-,2007
"$360,000","$360,000 ",0.33,-,Brandon Johnson,-,-,LB,-,-,active,-,arizona-cardinals,-,2007
"$285,000","$332,083 ",0.30,-,Steve Breaston,-,-,WR,-,-,active,"$47,083",arizona-cardinals,-,2007
"$285,000","$301,645 ",0.28,-,Ben Patrick,-,-,TE,-,-,active,"$16,645",arizona-cardinals,-,2007
"$285,000","$291,250 ",0.27,-,Lyle Sendlein,-,-,C,-,-,active,"$6,250",arizona-cardinals,-,2007
"$285,000","$286,750 ",0.26,-,Michael Adams,-,-,S,-,-,active,"$1,750",arizona-cardinals,-,2007
"$285,000","$286,500 ",0.26,-,Tim Castille,-,-,RB,-,-,active,"$1,500",arizona-cardinals,-,2007
"$285,000","$285,000 ",0.26,-,Troy Bienemann,-,-,TE,-,-,active,-,arizona-cardinals,-,2007
"$285,000","$285,000 ",0.26,-,Quentin Moses,-,-,DE,-,-,active,-,arizona-cardinals,-,2007
"$241,176","$241,176 ",0.22,-,Mitch Berger,-,-,P,-,-,active,-,arizona-cardinals,-,2007
"$201,176","$201,176 ",0.18,-,Mike Barr,-,-,P,-,-,active,-,arizona-cardinals,-,2007
-,"$130,000 ",0.12,-,Obafemi Ayanbadejo,-,-,FB,-,-,active,"$130,000",arizona-cardinals,-,2007
"$79,900","$79,900 ",0.07,-,Scott Peters,-,-,C,-,-,active,-,arizona-cardinals,-,2007
"$16,764","$16,764 ",0.02,-,David Holloway,-,-,LB,-,-,active,-,arizona-cardinals,-,2007
"$16,176","$16,176 ",0.01,-,Shane Boyd,-,-,QB,-,-,active,-,arizona-cardinals,-,2007
"$4,000,000","$5,000,000 ",4.59,-,Bertrand Berry,-,-,DE,-,-,injured_reserve,"$1,000,000",arizona-cardinals,-,2007
"$4,000,000","$4,900,000 ",4.50,-,Adrian Wilson,-,-,S,-,-,injured_reserve,"$900,000",arizona-cardinals,-,2007
"$2,760,000","$4,275,000 ",3.92,-,Matt Leinart,"$1,515,000",-,QB,-,-,injured_reserve,-,arizona-cardinals,-,2007
"$79,900","$79,900 ",0.07,-,David Holloway,-,-,LB,-,-,practice_squad,-,arizona-cardinals,-,2007
"$14,100","$14,100 ",0.01,-,Matt Baker,-,-,QB,-,-,practice_squad,-,arizona-cardinals,-,2007
-,"$750,000 ",0.69,-,Milford Brown,-,-,G,-,-,dead_cap,"$750,000",arizona-cardinals,-,2007
-,"$500,000 ",0.46,-,Kendrick Clancy,-,-,DT,-,-,dead_cap,"$500,000",arizona-cardinals,-,2007
"$385,882","$204,705 ",0.19,-,Brad Badger,-,-,G,-,-,dead_cap,-,arizona-cardinals,-,2007
"$203,333","$203,333 ",0.19,-,Buster Davis,-,-,LB,-,-,dead_cap,-,arizona-cardinals,-,2007
"$91,964","$93,714 ",0.09,-,Michael Adams,-,-,S,-,-,dead_cap,"$1,750",arizona-cardinals,-,2007
"$79,900","$80,900 ",0.07,-,Steve Baylark,-,-,RB,-,-,dead_cap,"$1,000",arizona-cardinals,-,2007
"$42,300","$48,300 ",0.04,-,Travarous Bain,-,-,CB,-,-,dead_cap,"$6,000",arizona-cardinals,-,2007
"$44,150","$44,150 ",0.04,-,Brandon Johnson,-,-,LB,-,-,dead_cap,-,arizona-cardinals,-,2007
"$41,298","$41,298 ",0.04,-,Todd Watkins,-,-,WR,-,-,dead_cap,-,arizona-cardinals,-,2007
"$36,166","$36,166 ",0.03,-,Lance Mitchell,-,-,LB,-,-,dead_cap,-,arizona-cardinals,-,2007
"$27,067","$27,067 ",0.02,-,Jonathan Lewis,-,-,DT,-,-,dead_cap,-,arizona-cardinals,-,2007
"$23,500","$23,500 ",0.02,-,Lang Campbell,-,-,QB,-,-,dead_cap,-,arizona-cardinals,-,2007
"$14,833","$14,833 ",0.01,-,Ben Patrick,-,-,TE,-,-,dead_cap,-,arizona-cardinals,-,2007
"$13,333","$13,333 ",0.01,-,LeRon McCoy,-,-,WR,-,-,dead_cap,-,arizona-cardinals,-,2007
"$6,000","$6,000 ",0.01,-,David Holloway,-,-,LB,-,-,dead_cap,-,arizona-cardinals,-,2007
"$8,065,000","$8,065,000 ",6.95,-,Karlos Dansby,-,-,ILB,-,-,active,-,arizona-cardinals,-,2008
"$2,100,000","$7,356,000 ",6.34,-,Larry Fitzgerald,"$1,006,000",-,WR,-,-,active,"$4,250,000",arizona-cardinals,-,2008
"$3,500,000","$6,800,000 ",5.86,"$2,500,000",Mike Gandy,-,-,T,-,"$2,500,000",active,"$800,000",arizona-cardinals,-,2008
"$5,000,000","$6,750,000 ",5.82,-,Edgerrin James,-,-,RB,-,-,active,"$1,750,000",arizona-cardinals,-,2008
"$370,000","$6,687,500 ",5.77,"$3,675,000",Levi Brown,"$2,392,500",-,LT,-,"$3,675,000",active,-,arizona-cardinals,"$250,000",2008
"$4,000,000","$6,000,000 ",5.17,-,Kurt Warner,-,"$1,000,000",QB,-,-,active,"$1,000,000",arizona-cardinals,-,2008
"$4,750,000","$5,650,000 ",4.87,-,Adrian Wilson,-,-,S,-,-,active,"$900,000",arizona-cardinals,-,2008
"$4,500,000","$5,400,000 ",4.66,-,Chike Okeafor,-,-,G,-,-,active,"$900,000",arizona-cardinals,-,2008
"$2,500,000","$4,500,000 ",3.88,-,Anquan Boldin,"$1,000,000",-,WR,-,-,active,"$1,000,000",arizona-cardinals,-,2008
"$1,100,000","$3,450,000 ",2.97,-,Reggie Wells,-,-,G,-,-,active,"$600,000",arizona-cardinals,-,2008
"$3,250,000","$3,250,000 ",2.80,-,Darnell Dockett,-,-,DE,-,-,active,-,arizona-cardinals,-,2008
"$1,210,000","$2,762,000 ",2.38,-,Antrel Rolle,"$1,552,000",-,SS,-,-,active,-,arizona-cardinals,-,2008
"$735,000","$2,250,000 ",1.94,-,Matt Leinart,"$1,515,000",-,QB,-,-,active,-,arizona-cardinals,-,2008
"$2,017,000","$2,017,000 ",1.74,-,Antonio Smith,-,-,DE,-,-,active,-,arizona-cardinals,-,2008
"$1,000,000","$2,000,000 ",1.72,-,Bertrand Berry,-,-,DE,-,-,active,"$1,000,000",arizona-cardinals,-,2008
"$750,000","$1,900,000 ",1.64,-,Travis LaBoy,-,-,DT,-,-,active,"$1,150,000",arizona-cardinals,-,2008
"$295,000","$1,385,000 ",1.19,"$1,090,000",Dominique Rodgers-Cromartie,-,-,CB,-,"$1,090,000",active,-,arizona-cardinals,-,2008
"$1,000,000","$1,350,000 ",1.16,-,Clark Haggans,-,-,LB,-,-,active,"$350,000",arizona-cardinals,-,2008
"$850,000","$1,200,000 ",1.03,"$350,000",Bryan Robinson,-,-,DE,-,"$350,000",active,-,arizona-cardinals,-,2008
"$520,000","$979,375 ",0.84,-,J.J. Arrington,-,-,RB,-,-,active,"$459,375",arizona-cardinals,-,2008
"$445,000","$941,250 ",0.81,-,Taitusi Lutui,-,-,G,-,-,active,"$496,250",arizona-cardinals,-,2008
"$730,000","$930,000 ",0.80,"$200,000",Jerame Tuman,-,-,TE,-,"$200,000",active,-,arizona-cardinals,-,2008
"$927,000","$927,000 ",0.80,-,Elton Brown,-,-,G,-,-,active,-,arizona-cardinals,-,2008
"$900,000","$900,000 ",0.78,-,Monty Beisel,-,-,LB,-,-,active,-,arizona-cardinals,-,2008
"$370,000","$870,000 ",0.75,-,Alan Branch,-,-,DT,-,-,active,"$500,000",arizona-cardinals,-,2008
"$800,000","$800,000 ",0.69,-,Neil Rackers,-,-,K,-,-,active,-,arizona-cardinals,-,2008
"$605,000","$730,000 ",0.63,"$125,000",Matt Ware,-,-,CB,-,"$125,000",active,-,arizona-cardinals,-,2008
"$445,000","$637,667 ",0.55,-,Leonard Pope,-,-,TE,-,-,active,"$192,667",arizona-cardinals,-,2008
"$605,000","$605,000 ",0.52,-,Victor Hobson,-,-,LB,-,-,active,-,arizona-cardinals,-,2008
"$295,000","$595,000 ",0.51,-,Calais Campbell,-,-,DE,-,-,active,"$300,000",arizona-cardinals,-,2008
"$445,000","$560,833 ",0.48,-,Gabe Watson,-,-,DT,-,-,active,"$115,833",arizona-cardinals,-,2008
"$295,000","$478,333 ",0.41,-,Early Doucet,-,-,WR,-,-,active,"$183,333",arizona-cardinals,-,2008
"$730,000","$445,000 ",0.38,-,Ralph Brown,-,-,CB,-,-,active,-,arizona-cardinals,-,2008
"$605,000","$445,000 ",0.38,-,Brian St. Pierre,-,-,QB,-,-,active,"$20,000",arizona-cardinals,-,2008
"$370,000","$417,083 ",0.36,-,Steve Breaston,-,-,WR,-,-,active,"$47,083",arizona-cardinals,-,2008
"$295,000","$410,050 ",0.35,-,Kenny Iwebema,-,-,DE,-,-,active,"$115,050",arizona-cardinals,-,2008
"$370,000","$386,645 ",0.33,-,Ben Patrick,-,-,TE,-,-,active,"$16,645",arizona-cardinals,-,2008
"$370,000","$376,250 ",0.32,-,Lyle Sendlein,-,-,C,-,-,active,"$6,250",arizona-cardinals,-,2008
"$370,000","$371,750 ",0.32,-,Michael Adams,-,-,S,-,-,active,"$1,750",arizona-cardinals,-,2008
"$370,000","$371,500 ",0.32,-,Tim Castille,-,-,RB,-,-,active,"$1,500",arizona-cardinals,-,2008
"$295,000","$340,166 ",0.29,-,Tim Hightower,-,-,RB,-,-,active,"$45,166",arizona-cardinals,-,2008
"$295,000","$308,500 ",0.27,-,Brandon Keith,-,-,RT,-,-,active,"$13,500",arizona-cardinals,-,2008
"$295,000","$301,250 ",0.26,-,Dennis Keyes,-,-,S,-,-,active,"$6,250",arizona-cardinals,-,2008
"$295,000","$295,000 ",0.25,-,Pat Ross,-,-,C,-,-,active,-,arizona-cardinals,-,2008
"$445,000","$250,313 ",0.22,-,Herana-Daze Jones,-,-,S,-,-,active,-,arizona-cardinals,-,2008
"$320,000","$230,000 ",0.20,-,Oliver Ross,-,-,T,-,-,active,"$20,000",arizona-cardinals,-,2008
"$249,117","$183,235 ",0.16,-,Oliver Celestin,-,-,S,-,-,active,-,arizona-cardinals,-,2008
"$88,400","$88,400 ",0.08,-,Chris Harrington,-,-,DE,-,-,active,-,arizona-cardinals,-,2008
"$270,000","$270,000 ",0.23,-,Scott Peters,-,-,C,-,-,injured_reserve,-,arizona-cardinals,-,2008
"$88,400","$88,400 ",0.08,-,Keilen Dykes,-,-,DE,-,-,practice_squad,-,arizona-cardinals,-,2008
"$88,400","$88,400 ",0.08,-,Wilrey Fontenot,-,-,CB,-,-,practice_squad,-,arizona-cardinals,-,2008
"$88,400","$88,400 ",0.08,-,Onrea Jones,-,-,WR,-,-,practice_squad,-,arizona-cardinals,-,2008
"$88,400","$88,400 ",0.08,-,Dennis Keyes,-,-,S,-,-,practice_squad,-,arizona-cardinals,-,2008
-,"$1,500,000 ",1.29,-,Milford Brown,-,-,G,-,-,dead_cap,"$1,500,000",arizona-cardinals,-,2008
"$1,400,000","$1,400,000 ",1.21,-,Oliver Ross,-,-,T,-,-,dead_cap,-,arizona-cardinals,-,2008
-,"$1,000,000 ",0.86,-,Kendrick Clancy,-,-,DT,-,-,dead_cap,"$1,000,000",arizona-cardinals,-,2008
"$406,666","$406,666 ",0.35,-,Buster Davis,-,-,LB,-,-,dead_cap,-,arizona-cardinals,-,2008
"$171,223","$172,973 ",0.15,-,Michael Adams,-,-,S,-,-,dead_cap,"$1,750",arizona-cardinals,-,2008
"$44,150","$44,150 ",0.04,-,Brandon Johnson,-,-,LB,-,-,dead_cap,-,arizona-cardinals,-,2008
"$29,666","$29,666 ",0.03,-,Ben Patrick,-,-,TE,-,-,dead_cap,-,arizona-cardinals,-,2008
"$27,067","$27,067 ",0.02,-,Jonathan Lewis,-,-,DT,-,-,dead_cap,-,arizona-cardinals,-,2008
"$24,333","$24,333 ",0.02,-,Chris Harrington,-,-,DE,-,-,dead_cap,-,arizona-cardinals,-,2008
"$10,400","$10,400 ",0.01,-,Jason Banks,-,-,DE,-,-,dead_cap,-,arizona-cardinals,-,2008
"$6,250","$6,250 ",0.01,-,Dennis Keyes,-,-,S,-,-,dead_cap,-,arizona-cardinals,-,2008
-,"$6,000 ",0.01,-,Travarous Bain,-,-,CB,-,-,dead_cap,"$6,000",arizona-cardinals,-,2008
"$6,000","$6,000 ",0.01,-,David Holloway,-,-,LB,-,-,dead_cap,-,arizona-cardinals,-,2008
-,"$2,000 ",0.00,-,Steve Baylark,-,-,RB,-,-,dead_cap,"$2,000",arizona-cardinals,-,2008
-,"$1,500 ",0.00,-,Marcus Brown,-,-,CB,-,-,dead_cap,"$1,500",arizona-cardinals,-,2008
"$4,000,000","$11,500,000 ",9.35,-,Kurt Warner,-,-,QB,-,-,active,"$7,500,000",arizona-cardinals,-,2009
"$1,600,000","$11,256,000 ",9.15,"$3,150,000",Larry Fitzgerald,"$2,256,000",-,WR,-,"$3,150,000",active,"$4,250,000",arizona-cardinals,-,2009
"$9,678,000","$9,678,000 ",7.87,-,Karlos Dansby,-,-,ILB,-,-,active,-,arizona-cardinals,-,2009
"$5,500,000","$6,300,000 ",5.12,-,Adrian Wilson,-,-,S,"$600,000",-,active,"$200,000",arizona-cardinals,-,2009
"$4,500,000","$5,400,000 ",4.39,-,Chike Okeafor,-,-,G,-,-,active,"$900,000",arizona-cardinals,-,2009
"$3,565,000","$5,117,000 ",4.16,-,Antrel Rolle,"$1,552,000",-,SS,-,-,active,-,arizona-cardinals,-,2009
"$2,750,000","$4,750,000 ",3.86,-,Anquan Boldin,"$1,000,000",-,WR,-,-,active,"$1,000,000",arizona-cardinals,-,2009
"$3,750,000","$3,750,000 ",3.05,-,Bryant McFadden,-,-,CB,-,-,active,-,arizona-cardinals,-,2009
"$385,000","$3,745,000 ",3.04,"$2,300,000",Dominique Rodgers-Cromartie,"$1,060,000",-,CB,-,"$2,300,000",active,-,arizona-cardinals,-,2009
"$3,500,000","$3,500,000 ",2.85,-,Darnell Dockett,-,-,DE,-,-,active,-,arizona-cardinals,-,2009
"$2,300,000","$3,400,000 ",2.76,-,Reggie Wells,-,-,G,-,-,active,"$600,000",arizona-cardinals,-,2009
"$672,500","$3,315,000 ",2.70,-,Levi Brown,"$2,392,500",-,LT,-,-,active,-,arizona-cardinals,"$250,000",2009
"$1,110,000","$2,625,000 ",2.13,-,Matt Leinart,"$1,515,000",-,QB,-,-,active,-,arizona-cardinals,-,2009
"$1,545,000","$1,545,000 ",1.26,-,Gabe Watson,-,-,DT,-,-,active,-,arizona-cardinals,-,2009
"$1,000,000","$1,250,000 ",1.02,-,Bertrand Berry,-,-,DE,-,-,active,"$250,000",arizona-cardinals,-,2009
"$790,000","$1,190,000 ",0.97,-,Beanie Wells,-,-,RB,-,-,active,"$400,000",arizona-cardinals,-,2009
"$1,100,000","$1,100,000 ",0.89,-,Neil Rackers,-,-,K,-,-,active,-,arizona-cardinals,-,2009
"$535,000","$1,031,250 ",0.84,-,Taitusi Lutui,-,-,G,-,-,active,"$496,250",arizona-cardinals,-,2009
"$800,000","$1,000,000 ",0.81,-,Brian St. Pierre,-,-,QB,-,-,active,"$175,000",arizona-cardinals,"$25,000",2009
"$460,000","$960,000 ",0.78,-,Alan Branch,-,-,DT,-,-,active,"$500,000",arizona-cardinals,-,2009
"$675,000","$900,000 ",0.73,"$200,000",Jason Wright,-,-,RB,-,"$200,000",active,-,arizona-cardinals,"$25,000",2009
"$745,000","$895,000 ",0.73,"$125,000",Mike Leach,-,-,LS,-,"$125,000",active,-,arizona-cardinals,"$25,000",2009
"$385,000","$685,000 ",0.56,-,Calais Campbell,-,-,DE,-,-,active,"$300,000",arizona-cardinals,-,2009
"$385,000","$568,333 ",0.46,-,Early Doucet,-,-,WR,-,-,active,"$183,333",arizona-cardinals,-,2009
"$535,000","$535,000 ",0.43,-,Justin Green,-,-,RB,-,-,active,-,arizona-cardinals,-,2009
"$460,000","$507,083 ",0.41,-,Steve Breaston,-,-,WR,-,-,active,"$47,083",arizona-cardinals,-,2009
"$385,000","$500,050 ",0.41,-,Kenny Iwebema,-,-,DE,-,-,active,"$115,050",arizona-cardinals,-,2009
"$310,000","$473,000 ",0.38,-,Rashad Johnson,-,-,FS,-,-,active,"$163,000",arizona-cardinals,-,2009
"$745,000","$460,000 ",0.37,-,Anthony Becht,-,-,TE,-,-,active,"$50,000",arizona-cardinals,-,2009
"$745,000","$460,000 ",0.37,-,Ralph Brown,-,-,CB,-,-,active,-,arizona-cardinals,-,2009
"$745,000","$460,000 ",0.37,-,Dan Kreider,-,-,RB,-,-,active,-,arizona-cardinals,-,2009
"$620,000","$460,000 ",0.37,-,Hamza Abdullah,-,-,CB,-,-,active,-,arizona-cardinals,-,2009
"$620,000","$460,000 ",0.37,-,Jeremy Bridges,-,-,G,-,-,active,-,arizona-cardinals,-,2009
"$460,000","$460,000 ",0.37,-,Michael Adams,-,-,S,-,-,active,-,arizona-cardinals,-,2009
"$460,000","$460,000 ",0.37,-,Lyle Sendlein,-,-,C,-,-,active,-,arizona-cardinals,-,2009
"$620,000","$431,250 ",0.35,-,Keith Lewis,-,-,S,-,-,active,-,arizona-cardinals,-,2009
"$385,000","$430,166 ",0.35,-,Tim Hightower,-,-,RB,-,-,active,"$45,166",arizona-cardinals,-,2009
"$310,000","$415,333 ",0.34,-,Greg Toler,-,-,CB,-,-,active,"$105,333",arizona-cardinals,-,2009
"$385,000","$398,500 ",0.32,-,Brandon Keith,-,-,RT,-,-,active,"$13,500",arizona-cardinals,-,2009
"$385,000","$385,000 ",0.31,-,Ben Claxton,-,-,C,-,-,active,-,arizona-cardinals,-,2009
"$310,000","$349,333 ",0.28,-,Herman Johnson,-,-,T,-,-,active,"$39,333",arizona-cardinals,-,2009
"$345,000","$345,000 ",0.28,-,Ben Patrick,-,-,TE,-,-,active,-,arizona-cardinals,-,2009
"$310,000","$331,972 ",0.27,-,Will Davis,-,-,LB,-,-,active,"$21,972",arizona-cardinals,-,2009
"$310,000","$322,500 ",0.26,-,LaRod Stephens-Howling,-,-,RB,-,-,active,"$12,500",arizona-cardinals,-,2009
"$310,000","$318,825 ",0.26,-,Trevor Canfield,-,-,G,-,-,active,"$8,825",arizona-cardinals,-,2009
"$310,000","$314,000 ",0.26,-,Reggie Walker,-,-,ILB,-,-,active,"$4,000",arizona-cardinals,-,2009
"$310,000","$310,000 ",0.25,-,Jaymar Johnson,-,-,WR,-,-,active,-,arizona-cardinals,-,2009
"$262,941","$262,941 ",0.21,-,Monty Beisel,-,-,LB,-,-,active,-,arizona-cardinals,-,2009
"$72,941","$72,941 ",0.06,-,Keilen Dykes,-,-,DE,-,-,active,-,arizona-cardinals,-,2009
"$54,117","$54,117 ",0.04,-,Pago Togafu,-,-,LB,-,-,active,-,arizona-cardinals,-,2009
"$36,470","$36,470 ",0.03,-,Eric Brock,-,-,S,-,-,active,-,arizona-cardinals,-,2009
"$18,235","$18,235 ",0.01,-,Jason Banks,-,-,DE,-,-,active,-,arizona-cardinals,-,2009
"$500,000",- ,0.00,-,Ben Graham,-,-,P,-,-,active,-,arizona-cardinals,-,2009
"$5,000,000","$5,800,000 ",4.72,-,Mike Gandy,-,-,T,-,-,injured_reserve,"$800,000",arizona-cardinals,-,2009
"$625,000","$625,000 ",0.51,-,Matt Ware,-,-,CB,-,-,injured_reserve,-,arizona-cardinals,-,2009
"$310,000","$549,000 ",0.45,-,Cody Brown,-,-,DE,-,-,injured_reserve,"$239,000",arizona-cardinals,-,2009
"$88,400","$88,400 ",0.07,-,Keilen Dykes,-,-,DE,-,-,practice_squad,-,arizona-cardinals,-,2009
"$88,400","$88,400 ",0.07,-,Pago Togafu,-,-,LB,-,-,practice_squad,-,arizona-cardinals,-,2009
"$88,400","$88,400 ",0.07,-,Mark Washington,-,-,LB,-,-,practice_squad,-,arizona-cardinals,-,2009
"$6,100,000","$6,100,000 ",4.96,-,Travis LaBoy,-,-,DT,-,-,dead_cap,-,arizona-cardinals,-,2009
"$1,750,000","$1,750,000 ",1.42,-,Edgerrin James,-,-,RB,-,-,dead_cap,-,arizona-cardinals,-,2009
"$297,647","$297,647 ",0.24,-,Dominique Byrd,-,-,T,-,-,dead_cap,-,arizona-cardinals,-,2009
"$83,200","$92,025 ",0.07,-,Trevor Canfield,-,-,G,-,-,dead_cap,"$8,825",arizona-cardinals,-,2009
"$88,400","$88,400 ",0.07,-,Rashad Barksdale,-,-,CB,-,-,dead_cap,-,arizona-cardinals,-,2009
"$48,666","$48,666 ",0.04,-,Chris Harrington,-,-,DE,-,-,dead_cap,-,arizona-cardinals,-,2009
"$26,000","$26,000 ",0.02,-,Jason Banks,-,-,DE,-,-,dead_cap,-,arizona-cardinals,-,2009
"$8,693","$8,693 ",0.01,-,Chansi Stuckey,-,-,WR,-,-,dead_cap,-,arizona-cardinals,-,2009
"$6,250","$6,250 ",0.01,-,Dennis Keyes,-,-,S,-,-,dead_cap,-,arizona-cardinals,-,2009
-,"$1,500 ",0.00,-,Marcus Brown,-,-,CB,-,-,dead_cap,"$1,500",arizona-cardinals,-,2009
"$6,150,000","$10,400,000 ",inf,-,Larry Fitzgerald,"$1,250,000",-,WR,-,-,active,"$3,000,000",arizona-cardinals,-,2010
"$6,500,000","$7,550,000 ",inf,-,Adrian Wilson,-,-,S,"$600,000",-,active,"$200,000",arizona-cardinals,"$250,000",2010
"$3,225,000","$5,867,500 ",inf,-,Levi Brown,"$2,392,500",-,LT,-,-,active,-,arizona-cardinals,"$250,000",2010
"$2,780,000","$5,030,000 ",inf,"$2,000,000",Kerry Rhodes,-,-,S,-,"$2,000,000",active,-,arizona-cardinals,"$250,000",2010
"$5,000,000","$5,000,000 ",inf,-,Bryant McFadden,-,-,CB,-,-,active,-,arizona-cardinals,-,2010
"$4,550,000","$4,550,000 ",inf,-,Darnell Dockett,-,-,DE,-,-,active,-,arizona-cardinals,-,2010
"$2,400,000","$3,500,000 ",inf,-,Reggie Wells,-,-,G,-,-,active,"$600,000",arizona-cardinals,-,2010
"$1,250,000","$2,833,333 ",inf,-,Joey Porter,-,-,LB,-,-,active,"$1,333,333",arizona-cardinals,"$250,000",2010
"$2,000,000","$2,500,000 ",inf,-,Alan Faneca,-,-,G,-,-,active,"$350,000",arizona-cardinals,"$150,000",2010
"$2,396,000","$2,396,000 ",inf,-,Steve Breaston,-,-,WR,-,-,active,-,arizona-cardinals,-,2010
"$1,800,000","$2,200,000 ",inf,-,Rex Hadnot,-,-,G,-,-,active,"$250,000",arizona-cardinals,-,2010
"$650,000","$2,097,500 ",inf,-,Derek Anderson,-,"$187,500",QB,-,-,active,"$1,250,000",arizona-cardinals,"$10,000",2010
"$730,000","$1,890,000 ",inf,-,Dominique Rodgers-Cromartie,"$1,060,000",-,CB,-,-,active,-,arizona-cardinals,"$100,000",2010
"$550,000","$1,800,000 ",inf,"$750,000",Alan Branch,-,-,DT,-,"$750,000",active,"$500,000",arizona-cardinals,-,2010
"$1,759,000","$1,759,000 ",inf,-,Taitusi Lutui,-,-,G,-,-,active,-,arizona-cardinals,-,2010
"$1,759,000","$1,759,000 ",inf,-,Gabe Watson,-,-,DT,-,-,active,-,arizona-cardinals,-,2010
"$1,684,000","$1,684,000 ",inf,-,Ben Patrick,-,-,TE,-,-,active,-,arizona-cardinals,-,2010
"$1,684,000","$1,684,000 ",inf,-,Lyle Sendlein,-,-,C,-,-,active,-,arizona-cardinals,-,2010
"$1,000,000","$1,500,000 ",inf,"$500,000",Jay Feely,-,-,K,-,"$500,000",active,-,arizona-cardinals,-,2010
"$425,000","$1,387,500 ",inf,-,Beanie Wells,"$562,500",-,RB,-,-,active,"$400,000",arizona-cardinals,-,2010
"$1,000,000","$1,366,666 ",inf,-,Jeremy Bridges,-,-,G,-,-,active,"$216,666",arizona-cardinals,"$150,000",2010
"$320,000","$1,260,000 ",inf,"$840,000",Dan Williams,-,-,DT,-,"$840,000",active,"$100,000",arizona-cardinals,-,2010
"$1,101,000","$1,101,000 ",inf,-,Brandon McDonald,-,-,CB,-,-,active,-,arizona-cardinals,-,2010
"$1,075,000","$1,100,000 ",inf,-,Jason Wright,-,-,RB,-,-,active,-,arizona-cardinals,"$25,000",2010
