index,base_salary,bonus_total,name,position,roster_status,team,total_money,year
7021,540000,0,Troy Nolan,S,active,chicago-bears,540000,2012
7022,540000,0,DeMario Pressley,DT,active,chicago-bears,540000,2012
7023,390000,111300,Evan Rodriguez,FB,active,chicago-bears,501300,2012
7024,490000,0,Edwin Williams,C,active,chicago-bears,490000,2012
7025,465000,1668,Kyle Adams,TE,active,chicago-bears,466668,2012
7026,465000,0,Dom DeCicco,ILB,active,chicago-bears,465000,2012
7027,465000,0,Jeremy Ware,CB,active,chicago-bears,465000,2012
7028,390000,23129,J.T. Thomas,OLB,active,chicago-bears,413129,2012
7029,390000,0,Armando Allen,RB,active,chicago-bears,390000,2012
7030,390000,0,Joseph Anderson,WR,active,chicago-bears,390000,2012
7031,390000,0,Cory Brandon,RT,active,chicago-bears,390000,2012
7032,390000,0,Cheta Ozougwu,DE,active,chicago-bears,390000,2012
7033,390000,0,Nick Pieschel,G,active,chicago-bears,390000,2012
7034,390000,0,Harvey Unga,FB,active,chicago-bears,390000,2012
7035,390000,0,Donovan Warren,CB,active,chicago-bears,390000,2012
7036,384375,0,Zackary Bowman,CB,active,chicago-bears,384375,2012
7037,170625,0,James Brown,G,active,chicago-bears,170625,2012
7038,925000,0,Olindo Mare,K,active,chicago-bears,925000,2012
7039,1260000,10495,Lance Louis,G,injured_reserve,chicago-bears,1270495,2012
7040,700000,112500,Craig Steltz,S,injured_reserve,chicago-bears,812500,2012
7041,390000,147844,Brandon Hardin,S,injured_reserve,chicago-bears,537844,2012
7042,465000,0,Patrick Trahan,OLB,injured_reserve,chicago-bears,465000,2012
7043,465000,0,Anthony Walters,SS,injured_reserve,chicago-bears,465000,2012
7044,368000,0,Chilo Rachal,G,non_fb_injury,chicago-bears,368000,2012
7045,1200000,0,Brandon Manumaleuna,TE,dead_cap,chicago-bears,1200000,2012
7046,900000,0,Sam Hurd,WR,dead_cap,chicago-bears,900000,2012
7047,750000,0,Anthony Adams,DT,dead_cap,chicago-bears,750000,2012
7048,750000,0,Chester Taylor,RB,dead_cap,chicago-bears,750000,2012
7049,680000,0,Frank Omiyale,T,dead_cap,chicago-bears,680000,2012
7050,472500,0,Kahlil Bell,RB,dead_cap,chicago-bears,472500,2012
7051,384750,0,Chris Williams,G,dead_cap,chicago-bears,384750,2012
7052,250000,0,Marion Barber,RB,dead_cap,chicago-bears,250000,2012
7053,0,99000,Joshua Moore,CB,dead_cap,chicago-bears,99000,2012
7054,0,42215,Nathan Enderle,QB,dead_cap,chicago-bears,42215,2012
7055,39675,0,Isaiah Frey,CB,dead_cap,chicago-bears,39675,2012
7056,25000,0,Jonathan Wilhite,CB,dead_cap,chicago-bears,25000,2012
7057,0,22593,Greg McCoy,CB,dead_cap,chicago-bears,22593,2012
7058,14062,0,Harvey Unga,FB,dead_cap,chicago-bears,14062,2012
7059,5500,0,Jeremy Jones,S,dead_cap,chicago-bears,5500,2012
7060,5000,0,James Brown,G,dead_cap,chicago-bears,5000,2012
7061,0,1750,Mario Addison,DE,dead_cap,chicago-bears,1750,2012
7062,833,0,Dane Sanzenbacher,WR,dead_cap,chicago-bears,833,2012
7063,333,0,Dom DeCicco,ILB,dead_cap,chicago-bears,333,2012
7064,9900000,4483333,Julius Peppers,DE,active,chicago-bears,14383333,2013
7065,8470000,1900000,Jay Cutler,QB,active,chicago-bears,10370000,2013
7066,9100000,200000,Brandon Marshall,WR,active,chicago-bears,9300000,2013
7067,8450000,0,Henry Melton,DT,active,chicago-bears,8450000,2013
7068,7950000,50000,Charles Tillman,CB,active,chicago-bears,8000000,2013
7069,4500000,2916670,Lance Briggs,OLB,active,chicago-bears,7416670,2013
7070,1700000,5568750,Matt Forte,RB,active,chicago-bears,7268750,2013
7071,4250000,850000,Tim Jennings,CB,active,chicago-bears,5100000,2013
7072,2425000,1100000,Robbie Gould,K,active,chicago-bears,3525000,2013
7073,715000,2300000,Jermon Bushrod,G,active,chicago-bears,3015000,2013
7074,1857523,1083333,Devin Hester,WR,active,chicago-bears,2940856,2013
7075,1250000,1300000,Earl Bennett,WR,active,chicago-bears,2550000,2013
7076,1500000,1000000,Michael Bush,RB,active,chicago-bears,2500000,2013
7077,2050000,75000,Roberto Garza,C,active,chicago-bears,2125000,2013
7078,715000,1225000,Martellus Bennett,TE,active,chicago-bears,1940000,2013
7079,765609,1112436,Shea McClellin,OLB,active,chicago-bears,1878045,2013
7080,1300000,425000,Adam Podlesh,P,active,chicago-bears,1725000,2013
7081,405000,1104264,Kyle Long,G,active,chicago-bears,1509264,2013
7082,1323000,169825,Major Wright,S,active,chicago-bears,1492825,2013
7083,1323000,126793,Corey Wootton,DT,active,chicago-bears,1449793,2013
7084,865000,550000,Eric Weems,WR,active,chicago-bears,1415000,2013
7085,900000,428125,D.J. Williams,ILB,active,chicago-bears,1328125,2013
7086,950000,300000,James Anderson,OLB,active,chicago-bears,1250000,2013
7087,940000,100000,Patrick Mannelly,LS,active,chicago-bears,1040000,2013
7088,596719,436879,Alshon Jeffery,WR,active,chicago-bears,1033598,2013
7089,660082,345164,Stephen Paea,DT,active,chicago-bears,1005246,2013
7090,715000,225000,Blake Costanzo,OLB,active,chicago-bears,940000,2013
7091,715000,112500,Craig Steltz,S,active,chicago-bears,827500,2013
7092,715000,100000,Matt Slauson,G,active,chicago-bears,815000,2013
7093,630000,150000,Tony Fiammetta,FB,active,chicago-bears,780000,2013
7094,405000,311509,Jon Bostic,ILB,active,chicago-bears,716509,2013
7095,555000,143400,Christopher Conte,FS,active,chicago-bears,698400,2013
7096,715000,0,Jonathan Scott,LT,active,chicago-bears,715000,2013
7097,630000,0,Sherrick McManis,CB,active,chicago-bears,630000,2013
7098,715000,65000,Zackary Bowman,CB,active,chicago-bears,780000,2013
7099,715000,65000,Dante Rosario,TE,active,chicago-bears,780000,2013
7100,840000,25000,Josh McCown,QB,active,chicago-bears,865000,2013
7101,715000,0,Eben Britton,RT,active,chicago-bears,715000,2013
7102,555000,0,Anthony Walters,SS,active,chicago-bears,555000,2013
7103,518823,0,Landon Cohen,DT,active,chicago-bears,518823,2013
7104,405000,108023,Khaseem Greene,OLB,active,chicago-bears,513023,2013
7105,480000,0,James Brown,G,active,chicago-bears,480000,2013
7106,480000,0,Graham Pocic,RT,active,chicago-bears,480000,2013
7107,405000,41200,Jordan Mills,RT,active,chicago-bears,446200,2013
7108,405000,25947,Cornelius Washington,DE,active,chicago-bears,430947,2013
7109,405000,11787,Marquess Wilson,WR,active,chicago-bears,416787,2013
7110,405000,1166,Michael Ford,RB,active,chicago-bears,406166,2013
7111,405000,0,David Bass,DE,active,chicago-bears,405000,2013
7112,405000,0,Taylor Boggs,G,active,chicago-bears,405000,2013
7113,840000,0,Jay Ratliff,DT,active,chicago-bears,840000,2013
7114,715000,0,Jordan Palmer,QB,active,chicago-bears,715000,2013
7115,310588,0,Jerry Franklin,OLB,active,chicago-bears,310588,2013
7116,228529,0,Derrick Martin,CB,active,chicago-bears,228529,2013
7117,480000,0,Cheta Ozougwu,DE,active,chicago-bears,480000,2013
7118,405000,100000,Chris Williams,WR,active,chicago-bears,505000,2013
7119,119117,0,Sean Cattouse,S,active,chicago-bears,119117,2013
7120,47647,0,Joe Long,LT,active,chicago-bears,47647,2013
7121,630000,0,Nate Collins,DT,injured_reserve,chicago-bears,630000,2013
7122,840000,65000,Kelvin Hayden,CB,injured_reserve,chicago-bears,905000,2013
7123,42000,0,Ricardo Lockette,WR,practice_squad,chicago-bears,42000,2013
7124,1350000,0,Kellen Davis,TE,dead_cap,chicago-bears,1350000,2013
7125,907918,0,Gabe Carimi,G,dead_cap,chicago-bears,907918,2013
7126,500000,0,Matt Toeaina,DT,dead_cap,chicago-bears,500000,2013
7127,383726,0,Brandon Hardin,S,dead_cap,chicago-bears,383726,2013
7128,333334,0,Matt Spaeth,TE,dead_cap,chicago-bears,333334,2013
7129,325413,0,Joseph Anderson,WR,dead_cap,chicago-bears,325413,2013
7130,302212,0,Steve Maneri,TE,dead_cap,chicago-bears,302212,2013
7131,285882,0,Christian Tupou,DT,dead_cap,chicago-bears,285882,2013
7132,0,285000,Sedrick Ellis,DT,dead_cap,chicago-bears,285000,2013
7133,215412,0,Zach Minter,DT,dead_cap,chicago-bears,215412,2013
7134,166931,0,C.J. Wilson,CB,dead_cap,chicago-bears,166931,2013
7135,165000,0,Jonathan Scott,LT,dead_cap,chicago-bears,165000,2013
7136,130588,0,Larry Grant,LB,dead_cap,chicago-bears,130588,2013
7137,129471,0,Sean Cattouse,S,dead_cap,chicago-bears,129471,2013
7138,111300,0,Evan Rodriguez,FB,dead_cap,chicago-bears,111300,2013
7139,0,84430,Nathan Enderle,QB,dead_cap,chicago-bears,84430,2013
7140,79350,0,Isaiah Frey,CB,dead_cap,chicago-bears,79350,2013
7141,77647,0,Tracy Robertson,DT,dead_cap,chicago-bears,77647,2013
7142,65294,0,Jeremy Cain,LS,dead_cap,chicago-bears,65294,2013
7143,0,45186,Greg McCoy,CB,dead_cap,chicago-bears,45186,2013
7144,42000,0,Cheta Ozougwu,DE,dead_cap,chicago-bears,42000,2013
7145,38062,0,Harvey Unga,FB,dead_cap,chicago-bears,38062,2013
7146,36000,0,Jerry Franklin,OLB,dead_cap,chicago-bears,36000,2013
7147,32647,0,Kyle Adams,TE,dead_cap,chicago-bears,32647,2013
7148,30000,0,Aston Whiteside,DT,dead_cap,chicago-bears,30000,2013
7149,23129,0,J.T. Thomas,OLB,dead_cap,chicago-bears,23129,2013
7150,18000,0,Jamaal Johnson-Webb,LT,dead_cap,chicago-bears,18000,2013
7151,15153,0,J'Marcus Webb,RT,dead_cap,chicago-bears,15153,2013
7152,12000,0,Jerrod Johnson,QB,dead_cap,chicago-bears,12000,2013
7153,2000,0,Josh Lenz,WR,dead_cap,chicago-bears,2000,2013
7154,1667,0,Dane Sanzenbacher,WR,dead_cap,chicago-bears,1667,2013
7155,1666,0,P.J. Lonergan,C,dead_cap,chicago-bears,1666,2013
7156,1666,0,Brent Russell,DT,dead_cap,chicago-bears,1666,2013
7157,667,0,Dom DeCicco,ILB,dead_cap,chicago-bears,667,2013
7158,500,0,Demontre Hurst,CB,dead_cap,chicago-bears,500,2013
7159,500,0,Marcus Rucker,WR,dead_cap,chicago-bears,500,2013
7160,17500000,1000000,Jay Cutler,QB,active,chicago-bears,18500000,2014
7161,7300000,2075000,Brandon Marshall,WR,active,chicago-bears,9375000,2014
7162,5950000,1950000,Matt Forte,RB,active,chicago-bears,7900000,2014
7163,5000000,2300000,Jermon Bushrod,G,active,chicago-bears,7300000,2014
7164,4800000,1225000,Martellus Bennett,TE,active,chicago-bears,6025000,2014
7165,1355000,3895000,Tim Jennings,CB,active,chicago-bears,5250000,2014
7166,1000000,4040000,Lamarr Houston,OLB,active,chicago-bears,5040000,2014
7167,2250000,800000,Charles Tillman,CB,active,chicago-bears,3050000,2014
7168,3000000,0,Jared Allen,DE,active,chicago-bears,3000000,2014
7169,730000,2017500,Matt Slauson,G,active,chicago-bears,2747500,2014
7170,950000,1716666,Willie Young,OLB,active,chicago-bears,2666666,2014
7171,1900000,700000,Robbie Gould,K,active,chicago-bears,2600000,2014
7172,1141218,1112436,Shea McClellin,OLB,active,chicago-bears,2253654,2014
7173,782316,1104264,Kyle Long,G,active,chicago-bears,1886580,2014
7174,420000,1341273,Kyle Fuller,CB,active,chicago-bears,1761273,2014
7175,855000,770000,Jay Ratliff,DT,active,chicago-bears,1625000,2014
7176,1421000,143400,Christopher Conte,FS,active,chicago-bears,1564400,2014
7177,955000,595000,Roberto Garza,C,active,chicago-bears,1550000,2014
7178,800000,700000,Ryan Mundy,SS,active,chicago-bears,1500000,2014
7179,753438,486879,Alshon Jeffery,WR,active,chicago-bears,1240317,2014
7180,827623,345164,Stephen Paea,DT,active,chicago-bears,1172787,2014
7181,584127,311509,Jon Bostic,ILB,active,chicago-bears,895636,2014
7182,420000,327855,Ego Ferguson,DT,active,chicago-bears,747855,2014
7183,645000,0,Jimmy Clausen,QB,active,chicago-bears,645000,2014
7184,730000,0,Sherrick McManis,CB,active,chicago-bears,730000,2014
7185,730000,60938,Danny McCray,SS,active,chicago-bears,790938,2014
7186,495000,108023,Khaseem Greene,OLB,active,chicago-bears,603023,2014
7187,855000,0,Jeremy Cain,LS,active,chicago-bears,855000,2014
7188,855000,0,Dante Rosario,TE,active,chicago-bears,855000,2014
7189,730000,0,Josh Morgan,WR,active,chicago-bears,730000,2014
7190,730000,0,Trevor Scott,DE,active,chicago-bears,730000,2014
7191,420000,146517,Will Sutton,DT,active,chicago-bears,566517,2014
7192,730000,0,Darryl Sharpton,ILB,active,chicago-bears,730000,2014
7193,730000,0,Eben Britton,RT,active,chicago-bears,730000,2014
7194,495000,41200,Jordan Mills,RT,active,chicago-bears,536200,2014
7195,420000,110845,Ka'Deem Carey,RB,active,chicago-bears,530845,2014
7196,495000,25947,Cornelius Washington,DE,active,chicago-bears,520947,2014
7197,420000,97875,Brock Vereen,FS,active,chicago-bears,517875,2014
7198,495000,11787,Marquess Wilson,WR,active,chicago-bears,506787,2014
7199,420000,26327,Pat O'Donnell,P,active,chicago-bears,446327,2014
7200,420000,11628,Charles Leno,LT,active,chicago-bears,431628,2014
7201,420000,2333,Christian Jones,ILB,active,chicago-bears,422333,2014
7202,420000,1666,Michael Ola,T,active,chicago-bears,421666,2014
7203,420000,0,Senorise Perry,RB,active,chicago-bears,420000,2014
7204,373000,0,Zach Miller,TE,active,chicago-bears,373000,2014
7205,420000,0,Demontre Hurst,CB,active,chicago-bears,420000,2014
7206,420000,0,DeDe Lattimore,ILB,active,chicago-bears,420000,2014
7207,420000,0,Al Louis-Jean,CB,active,chicago-bears,420000,2014
7208,420000,0,Terrance Mitchell,CB,active,chicago-bears,420000,2014
7209,232941,0,David Bass,DE,active,chicago-bears,232941,2014
7210,570000,0,Marc Mariani,WR,active,chicago-bears,570000,2014
7211,420000,0,Blake Annen,TE,active,chicago-bears,420000,2014
7212,420000,0,Ryan Groy,G,active,chicago-bears,420000,2014
7213,645000,0,Anthony Walters,SS,active,chicago-bears,645000,2014
7214,855000,0,Montell Owens,FB,active,chicago-bears,855000,2014
7215,955000,0,Jay Feely,K,active,chicago-bears,955000,2014
7216,420000,0,Brandon Dunn,DE,active,chicago-bears,420000,2014
7217,570000,0,Josh Bellamy,WR,active,chicago-bears,570000,2014
7218,420000,0,David Fales,QB,active,chicago-bears,420000,2014
7219,730000,0,Austen Lane,DE,active,chicago-bears,730000,2014
7220,4750000,1750000,Lance Briggs,OLB,injured_reserve,chicago-bears,6500000,2014
7221,955000,406250,D.J. Williams,ILB,injured_reserve,chicago-bears,1361250,2014
7222,730001,65000,Brian De La Puente,C,injured_reserve,chicago-bears,795001,2014
7223,81900,0,Conor Bofeli,G,practice_squad,chicago-bears,81900,2014
7224,69300,0,Shamiel Gary,S,practice_squad,chicago-bears,69300,2014
7225,69300,0,Jacob Maxwell,TE,practice_squad,chicago-bears,69300,2014
7226,50400,0,Jason Weaver,LT,practice_squad,chicago-bears,50400,2014
7227,44100,0,Rashad Lawrence,WR,practice_squad,chicago-bears,44100,2014
7228,44100,0,Antoine McClain,G,practice_squad,chicago-bears,44100,2014
7229,31500,0,Jamil Merrell,DE,practice_squad,chicago-bears,31500,2014
7230,18900,0,Jonathan Brown,OLB,practice_squad,chicago-bears,18900,2014
7231,12600,0,Taylor Boggs,G,practice_squad,chicago-bears,12600,2014
7232,8366668,0,Julius Peppers,DE,dead_cap,chicago-bears,8366668,2014
7233,2000000,0,Michael Bush,RB,dead_cap,chicago-bears,2000000,2014
7234,907918,0,Gabe Carimi,G,dead_cap,chicago-bears,907918,2014
7235,0,800000,Adam Podlesh,P,dead_cap,chicago-bears,800000,2014
7236,730000,0,Domenik Hixon,WR,dead_cap,chicago-bears,730000,2014
7237,0,600000,Eric Weems,WR,dead_cap,chicago-bears,600000,2014
7238,855000,0,Santonio Holmes,WR,dead_cap,chicago-bears,855000,2014
7239,570000,0,Kelvin Hayden,CB,dead_cap,chicago-bears,570000,2014
7240,570000,0,Matthew Mulligan,TE,dead_cap,chicago-bears,570000,2014
7241,295688,0,Brandon Hardin,S,dead_cap,chicago-bears,295688,2014
7242,283782,0,Chris Williams,WR,dead_cap,chicago-bears,283782,2014
7243,247059,0,Ahmad Dixon,S,dead_cap,chicago-bears,247059,2014
7244,222600,0,Evan Rodriguez,FB,dead_cap,chicago-bears,222600,2014
7245,208006,0,Taylor Boggs,G,dead_cap,chicago-bears,208006,2014
7246,201176,0,Teddy Williams,CB,dead_cap,chicago-bears,201176,2014
7247,175294,0,Tony Fiammetta,FB,dead_cap,chicago-bears,175294,2014
7248,170788,0,David Bass,DE,dead_cap,chicago-bears,170788,2014
7249,124962,28606,David Fales,QB,dead_cap,chicago-bears,153568,2014
7250,142659,0,Josh Bellamy,WR,dead_cap,chicago-bears,142659,2014
7251,125788,0,Terrell Manning,ILB,dead_cap,chicago-bears,125788,2014
7252,0,99953,Isaiah Frey,CB,dead_cap,chicago-bears,99953,2014
7253,75600,2666,Brandon Dunn,DE,dead_cap,chicago-bears,78266,2014
7254,68312,0,Rashad Ross,WR,dead_cap,chicago-bears,68312,2014
7255,67059,0,Shaun Draughn,RB,dead_cap,chicago-bears,67059,2014
7256,63000,2666,Ryan Groy,G,dead_cap,chicago-bears,65666,2014
7257,0,65000,Eben Britton,RT,dead_cap,chicago-bears,65000,2014
7258,0,65000,Jordan Senn,OLB,dead_cap,chicago-bears,65000,2014
7259,0,65000,Craig Steltz,S,dead_cap,chicago-bears,65000,2014
7260,44100,0,Blake Annen,TE,dead_cap,chicago-bears,44100,2014
7261,44100,0,B.J Cunningham,WR,dead_cap,chicago-bears,44100,2014
7262,37800,0,Terrance Mitchell,CB,dead_cap,chicago-bears,37800,2014
7263,33529,0,Micheal Spurlock,WR,dead_cap,chicago-bears,33529,2014
7264,31500,0,Al Louis-Jean,CB,dead_cap,chicago-bears,31500,2014
7265,24706,1000,Demontre Hurst,CB,dead_cap,chicago-bears,25706,2014
7266,25200,0,Roy Philon,DE,dead_cap,chicago-bears,25200,2014
7267,24706,0,Shamiel Gary,S,dead_cap,chicago-bears,24706,2014
7268,23129,0,J.T. Thomas,OLB,dead_cap,chicago-bears,23129,2014
7269,18900,0,Jordan Sullen,FS,dead_cap,chicago-bears,18900,2014
7270,12600,500,DeDe Lattimore,ILB,dead_cap,chicago-bears,13100,2014
7271,12600,0,Greg Herd,WR,dead_cap,chicago-bears,12600,2014
7272,10000,0,Steve Maneri,TE,dead_cap,chicago-bears,10000,2014
7273,4000,0,Josh Lenz,WR,dead_cap,chicago-bears,4000,2014
7274,3334,0,P.J. Lonergan,C,dead_cap,chicago-bears,3334,2014
7275,3334,0,Brent Russell,DT,dead_cap,chicago-bears,3334,2014
7276,0,2334,Tress Way,P,dead_cap,chicago-bears,2334,2014
7277,2000,0,Zach Minter,DT,dead_cap,chicago-bears,2000,2014
7278,0,1166,Michael Ford,RB,dead_cap,chicago-bears,1166,2014
7279,0,1166,Lee Pegues,DT,dead_cap,chicago-bears,1166,2014
7280,0,1000,Jordan Lynch,RB,dead_cap,chicago-bears,1000,2014
7281,1000,0,Marcus Rucker,WR,dead_cap,chicago-bears,1000,2014
7282,0,500,James Dunbar,RT,dead_cap,chicago-bears,500,2014
7283,334,0,C.J. Wilson,CB,dead_cap,chicago-bears,334,2014
7284,0,333,Cody Booth,TE,dead_cap,chicago-bears,333,2014
7285,0,250,Tana Patrick,OLB,dead_cap,chicago-bears,250,2014
7286,15500000,1000000,Jay Cutler,QB,active,chicago-bears,16500000,2015
7287,7050000,2150000,Matt Forte,RB,active,chicago-bears,9200000,2015
7288,5750000,2300000,Jermon Bushrod,G,active,chicago-bears,8050000,2015
7289,5950000,1040000,Lamarr Houston,OLB,active,chicago-bears,6990000,2015
7290,1000000,5675000,Pernell McPhee,OLB,active,chicago-bears,6675000,2015
7291,1500000,4000000,Eddie Royal,WR,active,chicago-bears,5500000,2015
7292,2900000,700000,Robbie Gould,K,active,chicago-bears,3600000,2015
7293,2750000,517500,Matt Slauson,G,active,chicago-bears,3267500,2015
7294,2450000,716666,Willie Young,OLB,active,chicago-bears,3166666,2015
7295,1950000,1050000,Alan Ball,CB,active,chicago-bears,3000000,2015
7296,775600,1853663,Shea McClellin,OLB,active,chicago-bears,2629263,2015
7297,1159632,1104264,Kyle Long,G,active,chicago-bears,2263896,2015
7298,860318,1341273,Kyle Fuller,CB,active,chicago-bears,2201591,2015
7299,745000,80000,Jarvis Jenkins,DE,active,chicago-bears,825000,2015
7300,525000,146517,Will Sutton,DT,active,chicago-bears,671517,2015
7301,870000,80000,Will Montgomery,C,active,chicago-bears,950000,2015
7302,745000,80000,Vladimir Ducasse,G,active,chicago-bears,825000,2015
7303,745000,80000,Sherrick McManis,CB,active,chicago-bears,825000,2015
7304,660000,0,Josh Bellamy,WR,active,chicago-bears,660000,2015
7305,660000,0,Marc Mariani,WR,active,chicago-bears,660000,2015
7306,660000,0,Zach Miller,TE,active,chicago-bears,660000,2015
7307,435000,190479,Hroniss Grasu,C,active,chicago-bears,625479,2015
7308,510000,110845,Ka'Deem Carey,RB,active,chicago-bears,620845,2015
7309,585000,25947,Cornelius Washington,DE,active,chicago-bears,610947,2015
7310,870000,0,Tracy Porter,CB,active,chicago-bears,870000,2015
7311,585000,0,Patrick Omameh,G,active,chicago-bears,585000,2015
7312,435000,135906,Jeremy Langford,RB,active,chicago-bears,570906,2015
7313,701176,0,Sam Acho,OLB,active,chicago-bears,701176,2015
7314,510000,26327,Pat O'Donnell,P,active,chicago-bears,536327,2015
7315,510000,11628,Charles Leno,LT,active,chicago-bears,521628,2015
7316,657352,0,Mitch Unrein,DE,active,chicago-bears,657352,2015
7317,510000,2333,Christian Jones,ILB,active,chicago-bears,512333,2015
7318,510000,0,Lamin Barrow,ILB,active,chicago-bears,510000,2015
7319,435000,58070,Adrian Amos,FS,active,chicago-bears,493070,2015
7320,613529,0,Chris Prosinski,SS,active,chicago-bears,613529,2015
7321,481764,0,LaRoy Reynolds,ILB,active,chicago-bears,481764,2015
7322,569705,0,Sherrod Martin,SS,active,chicago-bears,569705,2015
7323,447352,0,Nick Becton,LT,active,chicago-bears,447352,2015
7324,435000,2000,Cameron Meredith,WR,active,chicago-bears,437000,2015
7325,435000,0,Harold Jones-Quartey,SS,active,chicago-bears,435000,2015
7326,435000,0,Khari Lee,TE,active,chicago-bears,435000,2015
7327,360000,0,Bruce Gaston,DT,active,chicago-bears,360000,2015
7328,333000,0,Senorise Perry,RB,active,chicago-bears,333000,2015
7329,318000,0,Jason Weaver,LT,active,chicago-bears,318000,2015
7330,310588,0,Deonte Thompson,WR,active,chicago-bears,310588,2015
7331,307058,0,Jonathan Anderson,ILB,active,chicago-bears,307058,2015
7332,281470,0,Bryce Callahan,CB,active,chicago-bears,281470,2015
7333,180000,0,David Fales,QB,active,chicago-bears,180000,2015
7334,179117,0,Jacoby Glenn,CB,active,chicago-bears,179117,2015
7335,175294,0,Robert Housler,TE,active,chicago-bears,175294,2015
7336,153529,0,Patrick Scales,LS,active,chicago-bears,153529,2015
7337,120000,0,Demontre Hurst,CB,active,chicago-bears,120000,2015
7338,76764,0,John Timu,ILB,active,chicago-bears,76764,2015
7339,32647,32841,Tayo Fabuluje,RT,active,chicago-bears,65488,2015
7340,60000,0,D'Anthony Smith,DT,active,chicago-bears,60000,2015
7341,51176,0,DeVante Bausby,CB,active,chicago-bears,51176,2015
7342,38823,0,Greg Scruggs,DE,active,chicago-bears,38823,2015
7343,25588,0,Terry Williams,DT,active,chicago-bears,25588,2015
7344,4900000,1225000,Martellus Bennett,TE,injured_reserve,chicago-bears,6125000,2015
7345,1000000,4000000,Antrel Rolle,SS,injured_reserve,chicago-bears,5000000,2015
7346,1450000,50000,Ryan Mundy,SS,injured_reserve,chicago-bears,1500000,2015
7347,960157,486879,Alshon Jeffery,WR,injured_reserve,chicago-bears,1447036,2015
7348,428117,598875,Eddie Goldman,DT,injured_reserve,chicago-bears,1026992,2015
7349,606964,327855,Ego Ferguson,DT,injured_reserve,chicago-bears,934819,2015
7350,745000,40000,Jacquizz Rodgers,RB,injured_reserve,chicago-bears,785000,2015
7351,585000,11787,Marquess Wilson,WR,injured_reserve,chicago-bears,596787,2015
7352,318000,1666,Anthony Jefferson,FS,injured_reserve,chicago-bears,319666,2015
7353,85800,0,Jalen Saunders,WR,injured_reserve,chicago-bears,85800,2015
7354,176470,11500000,Jared Allen,DE,dead_cap,chicago-bears,11676470,2015
7355,0,5625000,Brandon Marshall,WR,dead_cap,chicago-bears,5625000,2015
7356,3530000,850000,Tim Jennings,CB,dead_cap,chicago-bears,4380000,2015
7357,1235294,218750,Jay Ratliff,DT,dead_cap,chicago-bears,1454044,2015
7358,870000,80000,Thomas Gafford,LS,dead_cap,chicago-bears,950000,2015
7359,482058,380000,Jimmy Clausen,QB,dead_cap,chicago-bears,862058,2015
7360,117045,411509,Jon Bostic,ILB,dead_cap,chicago-bears,528554,2015
7361,438235,0,Antone Smith,RB,dead_cap,chicago-bears,438235,2015
7362,306600,0,Terrance Mitchell,CB,dead_cap,chicago-bears,306600,2015
7363,409411,0,Evander Hood,DE,dead_cap,chicago-bears,409411,2015
7364,166200,85818,David Fales,QB,dead_cap,chicago-bears,252018,2015
7365,0,216046,Khaseem Greene,OLB,dead_cap,chicago-bears,216046,2015
7366,90000,97875,Brock Vereen,FS,dead_cap,chicago-bears,187875,2015
7367,179400,0,Demontre Hurst,CB,dead_cap,chicago-bears,179400,2015
7368,168352,1666,John Timu,ILB,dead_cap,chicago-bears,170018,2015
7369,149647,0,John Chiles,WR,dead_cap,chicago-bears,149647,2015
7370,34411,80000,Sam Acho,OLB,dead_cap,chicago-bears,114411,2015
7371,112200,0,Gannon Sinclair,TE,dead_cap,chicago-bears,112200,2015
7372,99000,0,Paul Lasike,RB,dead_cap,chicago-bears,99000,2015
7373,85800,0,Jalen Saunders,WR,dead_cap,chicago-bears,85800,2015
7374,77576,2500,Bryce Callahan,CB,dead_cap,chicago-bears,80076,2015
7375,0,80000,Mason Foster,ILB,dead_cap,chicago-bears,80000,2015
7376,79200,0,Nathan Palmer,WR,dead_cap,chicago-bears,79200,2015
7377,73200,5334,Brandon Dunn,DE,dead_cap,chicago-bears,78534,2015
7378,66000,1666,Jacoby Glenn,CB,dead_cap,chicago-bears,67666,2015
7379,66000,0,D'Anthony Smith,DT,dead_cap,chicago-bears,66000,2015
7380,52800,0,Barrett Jones,G,dead_cap,chicago-bears,52800,2015
7381,52800,0,Martin Wallace,LT,dead_cap,chicago-bears,52800,2015
7382,46200,0,Deonte Thompson,WR,dead_cap,chicago-bears,46200,2015
7383,0,41200,Jordan Mills,RT,dead_cap,chicago-bears,41200,2015
7384,39600,0,Danny Mason,OLB,dead_cap,chicago-bears,39600,2015
7385,0,37500,Roberto Garza,C,dead_cap,chicago-bears,37500,2015
7386,33000,1666,Jonathan Anderson,ILB,dead_cap,chicago-bears,34666,2015
7387,34411,0,Lavar Edwards,DE,dead_cap,chicago-bears,34411,2015
7388,34411,0,Spencer Lanning,P,dead_cap,chicago-bears,34411,2015
7389,33000,0,Cornelius Edison,C,dead_cap,chicago-bears,33000,2015
7390,26400,0,Nick Becton,LT,dead_cap,chicago-bears,26400,2015
7391,26400,0,Matt Blanchard,QB,dead_cap,chicago-bears,26400,2015
7392,26400,0,Terry Williams,DT,dead_cap,chicago-bears,26400,2015
7393,19800,0,Marcus Lucas,TE,dead_cap,chicago-bears,19800,2015
7394,13200,0,Davon Coleman,DE,dead_cap,chicago-bears,13200,2015
7395,13200,0,Bronson Hill,RB,dead_cap,chicago-bears,13200,2015
7396,13200,0,Ify Umodu,WR,dead_cap,chicago-bears,13200,2015
