index,base_salary,bonus_total,name,position,roster_status,team,total_money,year
0,5250000,1750000,Edgerrin James,RB,active,arizona-cardinals,7000000,2007
1,3580000,3262000,Larry Fitzgerald,WR,active,arizona-cardinals,6842000,2007
2,4500000,900000,Chike Okeafor,G,active,arizona-cardinals,5400000,2007
3,4000000,1000000,Kurt Warner,QB,active,arizona-cardinals,5000000,2007
4,510000,3500000,Darnell Dockett,DE,active,arizona-cardinals,4010000,2007
5,2000000,3000000,Anquan Boldin,WR,active,arizona-cardinals,5000000,2007
6,2430000,3104000,Antrel Rolle,SS,active,arizona-cardinals,5534000,2007
7,1000000,600000,Reggie Wells,G,active,arizona-cardinals,1600000,2007
8,1800000,700000,Oliver Ross,T,active,arizona-cardinals,2500000,2007
9,285000,1925000,Levi Brown,LT,active,arizona-cardinals,2210000,2007
10,811250,1650000,Calvin Pace,OLB,active,arizona-cardinals,2461250,2007
11,751250,1247500,Bryant Johnson,WR,active,arizona-cardinals,1998750,2007
12,894000,525000,Karlos Dansby,ILB,active,arizona-cardinals,1419000,2007
13,600000,800000,Mike Gandy,T,active,arizona-cardinals,1400000,2007
14,650000,300000,Monty Beisel,LB,active,arizona-cardinals,950000,2007
15,435000,459375,J.J. Arrington,RB,active,arizona-cardinals,894375,2007
16,360000,496250,Taitusi Lutui,G,active,arizona-cardinals,856250,2007
17,800000,0,Neil Rackers,K,active,arizona-cardinals,800000,2007
18,285000,500000,Alan Branch,DT,active,arizona-cardinals,785000,2007
19,435000,185667,Eric Green,CB,active,arizona-cardinals,620667,2007
20,435000,146333,Darryl Blackstock,LB,active,arizona-cardinals,581333,2007
21,360000,192667,Leonard Pope,TE,active,arizona-cardinals,552667,2007
22,435000,114167,Elton Brown,G,active,arizona-cardinals,549167,2007
23,510000,0,Oliver Celestin,S,active,arizona-cardinals,510000,2007
24,510000,0,Antonio Smith,DE,active,arizona-cardinals,510000,2007
25,510000,0,Matt Ware,CB,active,arizona-cardinals,510000,2007
26,360000,115833,Gabe Watson,DT,active,arizona-cardinals,475833,2007
27,720000,0,Ralph Brown,CB,active,arizona-cardinals,720000,2007
28,595000,0,Rodney Bailey,DE,active,arizona-cardinals,595000,2007
29,360000,0,Brandon Johnson,LB,active,arizona-cardinals,360000,2007
30,285000,47083,Steve Breaston,WR,active,arizona-cardinals,332083,2007
31,285000,16645,Ben Patrick,TE,active,arizona-cardinals,301645,2007
32,285000,6250,Lyle Sendlein,C,active,arizona-cardinals,291250,2007
33,285000,1750,Michael Adams,S,active,arizona-cardinals,286750,2007
34,285000,1500,Tim Castille,RB,active,arizona-cardinals,286500,2007
35,285000,0,Troy Bienemann,TE,active,arizona-cardinals,285000,2007
36,285000,0,Quentin Moses,DE,active,arizona-cardinals,285000,2007
37,241176,0,Mitch Berger,P,active,arizona-cardinals,241176,2007
38,201176,0,Mike Barr,P,active,arizona-cardinals,201176,2007
39,0,130000,Obafemi Ayanbadejo,FB,active,arizona-cardinals,130000,2007
40,79900,0,Scott Peters,C,active,arizona-cardinals,79900,2007
41,16764,0,David Holloway,LB,active,arizona-cardinals,16764,2007
42,16176,0,Shane Boyd,QB,active,arizona-cardinals,16176,2007
43,4000000,1000000,Bertrand Berry,DE,injured_reserve,arizona-cardinals,5000000,2007
44,4000000,900000,Adrian Wilson,S,injured_reserve,arizona-cardinals,4900000,2007
45,2760000,3030000,Matt Leinart,QB,injured_reserve,arizona-cardinals,5790000,2007
46,79900,0,David Holloway,LB,practice_squad,arizona-cardinals,79900,2007
47,14100,0,Matt Baker,QB,practice_squad,arizona-cardinals,14100,2007
48,0,750000,Milford Brown,G,dead_cap,arizona-cardinals,750000,2007
49,0,500000,Kendrick Clancy,DT,dead_cap,arizona-cardinals,500000,2007
50,385882,0,Brad Badger,G,dead_cap,arizona-cardinals,385882,2007
51,203333,0,Buster Davis,LB,dead_cap,arizona-cardinals,203333,2007
52,91964,1750,Michael Adams,S,dead_cap,arizona-cardinals,93714,2007
53,79900,1000,Steve Baylark,RB,dead_cap,arizona-cardinals,80900,2007
54,42300,6000,Travarous Bain,CB,dead_cap,arizona-cardinals,48300,2007
55,44150,0,Brandon Johnson,LB,dead_cap,arizona-cardinals,44150,2007
56,41298,0,Todd Watkins,WR,dead_cap,arizona-cardinals,41298,2007
57,36166,0,Lance Mitchell,LB,dead_cap,arizona-cardinals,36166,2007
58,27067,0,Jonathan Lewis,DT,dead_cap,arizona-cardinals,27067,2007
59,23500,0,Lang Campbell,QB,dead_cap,arizona-cardinals,23500,2007
60,14833,0,Ben Patrick,TE,dead_cap,arizona-cardinals,14833,2007
61,13333,0,LeRon McCoy,WR,dead_cap,arizona-cardinals,13333,2007
62,6000,0,David Holloway,LB,dead_cap,arizona-cardinals,6000,2007
63,8065000,0,Karlos Dansby,ILB,active,arizona-cardinals,8065000,2008
64,2100000,6262000,Larry Fitzgerald,WR,active,arizona-cardinals,8362000,2008
65,3500000,3300000,Mike Gandy,T,active,arizona-cardinals,6800000,2008
66,5000000,1750000,Edgerrin James,RB,active,arizona-cardinals,6750000,2008
67,370000,8710000,Levi Brown,LT,active,arizona-cardinals,9080000,2008
68,4000000,2000000,Kurt Warner,QB,active,arizona-cardinals,6000000,2008
69,4750000,900000,Adrian Wilson,S,active,arizona-cardinals,5650000,2008
70,4500000,900000,Chike Okeafor,G,active,arizona-cardinals,5400000,2008
71,2500000,3000000,Anquan Boldin,WR,active,arizona-cardinals,5500000,2008
72,1100000,600000,Reggie Wells,G,active,arizona-cardinals,1700000,2008
73,3250000,0,Darnell Dockett,DE,active,arizona-cardinals,3250000,2008
74,1210000,3104000,Antrel Rolle,SS,active,arizona-cardinals,4314000,2008
75,735000,3030000,Matt Leinart,QB,active,arizona-cardinals,3765000,2008
76,2017000,0,Antonio Smith,DE,active,arizona-cardinals,2017000,2008
77,1000000,1000000,Bertrand Berry,DE,active,arizona-cardinals,2000000,2008
78,750000,1150000,Travis LaBoy,DT,active,arizona-cardinals,1900000,2008
79,295000,1090000,Dominique Rodgers-Cromartie,CB,active,arizona-cardinals,1385000,2008
80,1000000,350000,Clark Haggans,LB,active,arizona-cardinals,1350000,2008
81,850000,350000,Bryan Robinson,DE,active,arizona-cardinals,1200000,2008
82,520000,459375,J.J. Arrington,RB,active,arizona-cardinals,979375,2008
83,445000,496250,Taitusi Lutui,G,active,arizona-cardinals,941250,2008
84,730000,200000,Jerame Tuman,TE,active,arizona-cardinals,930000,2008
85,927000,0,Elton Brown,G,active,arizona-cardinals,927000,2008
86,900000,0,Monty Beisel,LB,active,arizona-cardinals,900000,2008
87,370000,500000,Alan Branch,DT,active,arizona-cardinals,870000,2008
88,800000,0,Neil Rackers,K,active,arizona-cardinals,800000,2008
89,605000,125000,Matt Ware,CB,active,arizona-cardinals,730000,2008
90,445000,192667,Leonard Pope,TE,active,arizona-cardinals,637667,2008
91,605000,0,Victor Hobson,LB,active,arizona-cardinals,605000,2008
92,295000,300000,Calais Campbell,DE,active,arizona-cardinals,595000,2008
93,445000,115833,Gabe Watson,DT,active,arizona-cardinals,560833,2008
94,295000,183333,Early Doucet,WR,active,arizona-cardinals,478333,2008
95,730000,0,Ralph Brown,CB,active,arizona-cardinals,730000,2008
96,605000,20000,Brian St. Pierre,QB,active,arizona-cardinals,625000,2008
97,370000,47083,Steve Breaston,WR,active,arizona-cardinals,417083,2008
98,295000,115050,Kenny Iwebema,DE,active,arizona-cardinals,410050,2008
99,370000,16645,Ben Patrick,TE,active,arizona-cardinals,386645,2008
100,370000,6250,Lyle Sendlein,C,active,arizona-cardinals,376250,2008
101,370000,1750,Michael Adams,S,active,arizona-cardinals,371750,2008
102,370000,1500,Tim Castille,RB,active,arizona-cardinals,371500,2008
103,295000,45166,Tim Hightower,RB,active,arizona-cardinals,340166,2008
104,295000,13500,Brandon Keith,RT,active,arizona-cardinals,308500,2008
105,295000,6250,Dennis Keyes,S,active,arizona-cardinals,301250,2008
106,295000,0,Pat Ross,C,active,arizona-cardinals,295000,2008
107,445000,0,Herana-Daze Jones,S,active,arizona-cardinals,445000,2008
108,320000,20000,Oliver Ross,T,active,arizona-cardinals,340000,2008
109,249117,0,Oliver Celestin,S,active,arizona-cardinals,249117,2008
110,88400,0,Chris Harrington,DE,active,arizona-cardinals,88400,2008
111,270000,0,Scott Peters,C,injured_reserve,arizona-cardinals,270000,2008
112,88400,0,Keilen Dykes,DE,practice_squad,arizona-cardinals,88400,2008
113,88400,0,Wilrey Fontenot,CB,practice_squad,arizona-cardinals,88400,2008
114,88400,0,Onrea Jones,WR,practice_squad,arizona-cardinals,88400,2008
115,88400,0,Dennis Keyes,S,practice_squad,arizona-cardinals,88400,2008
116,0,1500000,Milford Brown,G,dead_cap,arizona-cardinals,1500000,2008
117,1400000,0,Oliver Ross,T,dead_cap,arizona-cardinals,1400000,2008
118,0,1000000,Kendrick Clancy,DT,dead_cap,arizona-cardinals,1000000,2008
119,406666,0,Buster Davis,LB,dead_cap,arizona-cardinals,406666,2008
120,171223,1750,Michael Adams,S,dead_cap,arizona-cardinals,172973,2008
121,44150,0,Brandon Johnson,LB,dead_cap,arizona-cardinals,44150,2008
122,29666,0,Ben Patrick,TE,dead_cap,arizona-cardinals,29666,2008
123,27067,0,Jonathan Lewis,DT,dead_cap,arizona-cardinals,27067,2008
124,24333,0,Chris Harrington,DE,dead_cap,arizona-cardinals,24333,2008
125,10400,0,Jason Banks,DE,dead_cap,arizona-cardinals,10400,2008
126,6250,0,Dennis Keyes,S,dead_cap,arizona-cardinals,6250,2008
127,0,6000,Travarous Bain,CB,dead_cap,arizona-cardinals,6000,2008
128,6000,0,David Holloway,LB,dead_cap,arizona-cardinals,6000,2008
129,0,2000,Steve Baylark,RB,dead_cap,arizona-cardinals,2000,2008
130,0,1500,Marcus Brown,CB,dead_cap,arizona-cardinals,1500,2008
131,4000000,7500000,Kurt Warner,QB,active,arizona-cardinals,11500000,2009
132,1600000,11912000,Larry Fitzgerald,WR,active,arizona-cardinals,13512000,2009
133,9678000,0,Karlos Dansby,ILB,active,arizona-cardinals,9678000,2009
134,5500000,800000,Adrian Wilson,S,active,arizona-cardinals,6300000,2009
135,4500000,900000,Chike Okeafor,G,active,arizona-cardinals,5400000,2009
136,3565000,3104000,Antrel Rolle,SS,active,arizona-cardinals,6669000,2009
137,2750000,3000000,Anquan Boldin,WR,active,arizona-cardinals,5750000,2009
138,3750000,0,Bryant McFadden,CB,active,arizona-cardinals,3750000,2009
139,385000,4420000,Dominique Rodgers-Cromartie,CB,active,arizona-cardinals,4805000,2009
140,3500000,0,Darnell Dockett,DE,active,arizona-cardinals,3500000,2009
141,2300000,600000,Reggie Wells,G,active,arizona-cardinals,2900000,2009
142,672500,5035000,Levi Brown,LT,active,arizona-cardinals,5707500,2009
143,1110000,3030000,Matt Leinart,QB,active,arizona-cardinals,4140000,2009
144,1545000,0,Gabe Watson,DT,active,arizona-cardinals,1545000,2009
145,1000000,250000,Bertrand Berry,DE,active,arizona-cardinals,1250000,2009
146,790000,400000,Beanie Wells,RB,active,arizona-cardinals,1190000,2009
147,1100000,0,Neil Rackers,K,active,arizona-cardinals,1100000,2009
148,535000,496250,Taitusi Lutui,G,active,arizona-cardinals,1031250,2009
149,800000,200000,Brian St. Pierre,QB,active,arizona-cardinals,1000000,2009
150,460000,500000,Alan Branch,DT,active,arizona-cardinals,960000,2009
151,675000,225000,Jason Wright,RB,active,arizona-cardinals,900000,2009
152,745000,150000,Mike Leach,LS,active,arizona-cardinals,895000,2009
153,385000,300000,Calais Campbell,DE,active,arizona-cardinals,685000,2009
154,385000,183333,Early Doucet,WR,active,arizona-cardinals,568333,2009
155,535000,0,Justin Green,RB,active,arizona-cardinals,535000,2009
156,460000,47083,Steve Breaston,WR,active,arizona-cardinals,507083,2009
157,385000,115050,Kenny Iwebema,DE,active,arizona-cardinals,500050,2009
158,310000,163000,Rashad Johnson,FS,active,arizona-cardinals,473000,2009
159,745000,50000,Anthony Becht,TE,active,arizona-cardinals,795000,2009
160,745000,0,Ralph Brown,CB,active,arizona-cardinals,745000,2009
161,745000,0,Dan Kreider,RB,active,arizona-cardinals,745000,2009
162,620000,0,Hamza Abdullah,CB,active,arizona-cardinals,620000,2009
163,620000,0,Jeremy Bridges,G,active,arizona-cardinals,620000,2009
164,460000,0,Michael Adams,S,active,arizona-cardinals,460000,2009
165,460000,0,Lyle Sendlein,C,active,arizona-cardinals,460000,2009
166,620000,0,Keith Lewis,S,active,arizona-cardinals,620000,2009
167,385000,45166,Tim Hightower,RB,active,arizona-cardinals,430166,2009
168,310000,105333,Greg Toler,CB,active,arizona-cardinals,415333,2009
169,385000,13500,Brandon Keith,RT,active,arizona-cardinals,398500,2009
170,385000,0,Ben Claxton,C,active,arizona-cardinals,385000,2009
171,310000,39333,Herman Johnson,T,active,arizona-cardinals,349333,2009
172,345000,0,Ben Patrick,TE,active,arizona-cardinals,345000,2009
173,310000,21972,Will Davis,LB,active,arizona-cardinals,331972,2009
174,310000,12500,LaRod Stephens-Howling,RB,active,arizona-cardinals,322500,2009
175,310000,8825,Trevor Canfield,G,active,arizona-cardinals,318825,2009
176,310000,4000,Reggie Walker,ILB,active,arizona-cardinals,314000,2009
177,310000,0,Jaymar Johnson,WR,active,arizona-cardinals,310000,2009
178,262941,0,Monty Beisel,LB,active,arizona-cardinals,262941,2009
179,72941,0,Keilen Dykes,DE,active,arizona-cardinals,72941,2009
180,54117,0,Pago Togafu,LB,active,arizona-cardinals,54117,2009
181,36470,0,Eric Brock,S,active,arizona-cardinals,36470,2009
182,18235,0,Jason Banks,DE,active,arizona-cardinals,18235,2009
183,500000,0,Ben Graham,P,active,arizona-cardinals,500000,2009
184,5000000,800000,Mike Gandy,T,injured_reserve,arizona-cardinals,5800000,2009
185,625000,0,Matt Ware,CB,injured_reserve,arizona-cardinals,625000,2009
186,310000,239000,Cody Brown,DE,injured_reserve,arizona-cardinals,549000,2009
187,88400,0,Keilen Dykes,DE,practice_squad,arizona-cardinals,88400,2009
188,88400,0,Pago Togafu,LB,practice_squad,arizona-cardinals,88400,2009
189,88400,0,Mark Washington,LB,practice_squad,arizona-cardinals,88400,2009
190,6100000,0,Travis LaBoy,DT,dead_cap,arizona-cardinals,6100000,2009
191,1750000,0,Edgerrin James,RB,dead_cap,arizona-cardinals,1750000,2009
192,297647,0,Dominique Byrd,T,dead_cap,arizona-cardinals,297647,2009
193,83200,8825,Trevor Canfield,G,dead_cap,arizona-cardinals,92025,2009
194,88400,0,Rashad Barksdale,CB,dead_cap,arizona-cardinals,88400,2009
195,48666,0,Chris Harrington,DE,dead_cap,arizona-cardinals,48666,2009
196,26000,0,Jason Banks,DE,dead_cap,arizona-cardinals,26000,2009
197,8693,0,Chansi Stuckey,WR,dead_cap,arizona-cardinals,8693,2009
198,6250,0,Dennis Keyes,S,dead_cap,arizona-cardinals,6250,2009
199,0,1500,Marcus Brown,CB,dead_cap,arizona-cardinals,1500,2009
200,6150000,5500000,Larry Fitzgerald,WR,active,arizona-cardinals,11650000,2010
201,6500000,1050000,Adrian Wilson,S,active,arizona-cardinals,7550000,2010
202,3225000,5035000,Levi Brown,LT,active,arizona-cardinals,8260000,2010
203,2780000,2250000,Kerry Rhodes,S,active,arizona-cardinals,5030000,2010
204,5000000,0,Bryant McFadden,CB,active,arizona-cardinals,5000000,2010
205,4550000,0,Darnell Dockett,DE,active,arizona-cardinals,4550000,2010
206,2400000,600000,Reggie Wells,G,active,arizona-cardinals,3000000,2010
207,1250000,1583333,Joey Porter,LB,active,arizona-cardinals,2833333,2010
208,2000000,500000,Alan Faneca,G,active,arizona-cardinals,2500000,2010
209,2396000,0,Steve Breaston,WR,active,arizona-cardinals,2396000,2010
210,1800000,250000,Rex Hadnot,G,active,arizona-cardinals,2050000,2010
211,650000,1447500,Derek Anderson,QB,active,arizona-cardinals,2097500,2010
212,730000,2220000,Dominique Rodgers-Cromartie,CB,active,arizona-cardinals,2950000,2010
213,550000,1250000,Alan Branch,DT,active,arizona-cardinals,1800000,2010
214,1759000,0,Taitusi Lutui,G,active,arizona-cardinals,1759000,2010
215,1759000,0,Gabe Watson,DT,active,arizona-cardinals,1759000,2010
216,1684000,0,Ben Patrick,TE,active,arizona-cardinals,1684000,2010
217,1684000,0,Lyle Sendlein,C,active,arizona-cardinals,1684000,2010
218,1000000,500000,Jay Feely,K,active,arizona-cardinals,1500000,2010
219,425000,1525000,Beanie Wells,RB,active,arizona-cardinals,1950000,2010
220,1000000,366666,Jeremy Bridges,G,active,arizona-cardinals,1366666,2010
221,320000,940000,Dan Williams,DT,active,arizona-cardinals,1260000,2010
222,1101000,0,Brandon McDonald,CB,active,arizona-cardinals,1101000,2010
223,1075000,25000,Jason Wright,RB,active,arizona-cardinals,1100000,2010
224,900000,166667,Paris Lenon,ILB,active,arizona-cardinals,1066667,2010
225,930000,25000,Mike Leach,LS,active,arizona-cardinals,955000,2010
226,470000,378450,Calais Campbell,DE,active,arizona-cardinals,848450,2010
227,630000,192500,Matt Ware,CB,active,arizona-cardinals,822500,2010
228,320000,418750,Daryl Washington,ILB,active,arizona-cardinals,738750,2010
229,470000,183333,Early Doucet,WR,active,arizona-cardinals,653333,2010
230,630000,0,Hamza Abdullah,CB,active,arizona-cardinals,630000,2010
231,395000,163000,Rashad Johnson,FS,active,arizona-cardinals,558000,2010
232,545000,0,Michael Adams,S,active,arizona-cardinals,545000,2010
233,470000,45166,Tim Hightower,RB,active,arizona-cardinals,515166,2010
234,320000,181050,Andre Roberts,WR,active,arizona-cardinals,501050,2010
235,395000,105333,Greg Toler,CB,active,arizona-cardinals,500333,2010
236,470000,0,Ben Claxton,C,active,arizona-cardinals,470000,2010
237,470000,0,Reagan Maui'a,RB,active,arizona-cardinals,470000,2010
238,470000,0,Trumaine McBride,CB,active,arizona-cardinals,470000,2010
239,320000,107125,O'Brien Schofield,OLB,active,arizona-cardinals,427125,2010
240,395000,12500,LaRod Stephens-Howling,RB,active,arizona-cardinals,407500,2010
241,395000,4000,Reggie Walker,ILB,active,arizona-cardinals,399000,2010
242,320000,45412,John Skelton,QB,active,arizona-cardinals,365412,2010
243,320000,12250,Jim Dray,TE,active,arizona-cardinals,332250,2010
244,320000,6000,Stephen Williams,WR,active,arizona-cardinals,326000,2010
245,320000,5000,A.J. Jefferson,CB,active,arizona-cardinals,325000,2010
246,320000,1500,Max Komar,WR,active,arizona-cardinals,321500,2010
247,470000,13500,Brandon Keith,RT,active,arizona-cardinals,483500,2010
248,259411,0,D'Anthony Batiste,G,active,arizona-cardinals,259411,2010
249,140000,0,Onrea Jones,WR,active,arizona-cardinals,140000,2010
250,92941,0,Richard Bartel,QB,active,arizona-cardinals,92941,2010
251,500000,0,Ben Graham,P,active,arizona-cardinals,500000,2010
252,470000,115050,Kenny Iwebema,DE,injured_reserve,arizona-cardinals,585050,2010
253,470000,0,Nehemiah Broughton,RB,injured_reserve,arizona-cardinals,470000,2010
254,240000,21972,Will Davis,LB,injured_reserve,arizona-cardinals,261972,2010
255,240000,0,Jaymar Johnson,WR,injured_reserve,arizona-cardinals,240000,2010
256,225000,2500,Max Hall,QB,injured_reserve,arizona-cardinals,227500,2010
257,88400,0,Curtis Gatewood,LB,practice_squad,arizona-cardinals,88400,2010
258,88400,0,Jeremy Navarre,DT,practice_squad,arizona-cardinals,88400,2010
259,88400,0,Brandon Sharpe,DE,practice_squad,arizona-cardinals,88400,2010
260,88400,0,Alfonso Smith,RB,practice_squad,arizona-cardinals,88400,2010
261,88400,0,Ronald Talley,DE,practice_squad,arizona-cardinals,88400,2010
262,88400,0,Pago Togafu,LB,practice_squad,arizona-cardinals,88400,2010
263,88400,0,Isaiah Williams,WR,practice_squad,arizona-cardinals,88400,2010
264,1552000,0,Antrel Rolle,SS,dead_cap,arizona-cardinals,1552000,2010
265,1000000,0,Anquan Boldin,WR,dead_cap,arizona-cardinals,1000000,2010
266,0,239000,Cody Brown,DE,dead_cap,arizona-cardinals,239000,2010
267,0,50000,Anthony Becht,TE,dead_cap,arizona-cardinals,50000,2010
268,0,22058,Jorrick Calvin,CB,dead_cap,arizona-cardinals,22058,2010
269,0,17650,Trevor Canfield,G,dead_cap,arizona-cardinals,17650,2010
270,2000000,15500000,Larry Fitzgerald,WR,active,arizona-cardinals,17500000,2011
271,6777500,5035000,Levi Brown,LT,active,arizona-cardinals,11812500,2011
272,3500000,4050000,Adrian Wilson,S,active,arizona-cardinals,7550000,2011
273,2350000,6250000,Darnell Dockett,DE,active,arizona-cardinals,8600000,2011
274,4087500,1300000,Derek Anderson,QB,active,arizona-cardinals,5387500,2011
275,2000000,2000000,Kevin Kolb,QB,active,arizona-cardinals,4000000,2011
276,2425000,1500000,Kerry Rhodes,S,active,arizona-cardinals,3925000,2011
277,3000000,500000,Richard Marshall,CB,active,arizona-cardinals,3500000,2011
278,375000,2975818,Patrick Peterson,CB,active,arizona-cardinals,3350818,2011
279,2000000,1000000,Stewart Bradley,ILB,active,arizona-cardinals,3000000,2011
280,1000000,1500000,Daryn Colledge,G,active,arizona-cardinals,2500000,2011
281,1500000,850000,Lyle Sendlein,C,active,arizona-cardinals,2350000,2011
282,2000000,250000,Jay Feely,K,active,arizona-cardinals,2250000,2011
283,1900000,266667,Paris Lenon,ILB,active,arizona-cardinals,2166667,2011
284,1000000,1125000,Todd Heap,TE,active,arizona-cardinals,2125000,2011
285,1500000,250000,Rex Hadnot,G,active,arizona-cardinals,1750000,2011
286,1835000,0,Brandon Keith,RT,active,arizona-cardinals,1835000,2011
287,1400000,366666,Jeremy Bridges,G,active,arizona-cardinals,1766666,2011
288,1000000,700000,Floyd Womack,G,active,arizona-cardinals,1700000,2011
289,450000,2190000,Dan Williams,DT,active,arizona-cardinals,2640000,2011
290,622500,1525000,Beanie Wells,RB,active,arizona-cardinals,2147500,2011
291,1500000,0,Joey Porter,LB,active,arizona-cardinals,1500000,2011
292,1050000,350000,Chansi Stuckey,WR,active,arizona-cardinals,1400000,2011
293,450000,923750,Daryl Washington,ILB,active,arizona-cardinals,1373750,2011
294,1000000,333333,Jeff King,TE,active,arizona-cardinals,1333333,2011
295,1250000,0,Taitusi Lutui,G,active,arizona-cardinals,1250000,2011
296,1000000,250000,Vonnie Holliday,DT,active,arizona-cardinals,1250000,2011
297,1200000,0,Early Doucet,WR,active,arizona-cardinals,1200000,2011
298,975000,25000,Mike Leach,LS,active,arizona-cardinals,1000000,2011
299,810000,150000,Nick Eason,DE,active,arizona-cardinals,960000,2011
300,600000,330000,Calais Campbell,DE,active,arizona-cardinals,930000,2011
301,375000,535442,Ryan Williams,RB,active,arizona-cardinals,910442,2011
302,685000,200000,Michael Adams,S,active,arizona-cardinals,885000,2011
303,525000,163000,Rashad Johnson,FS,active,arizona-cardinals,688000,2011
304,600000,50000,Reagan Maui'a,RB,active,arizona-cardinals,650000,2011
305,454000,181050,Andre Roberts,WR,active,arizona-cardinals,635050,2011
306,525000,105333,Greg Toler,CB,active,arizona-cardinals,630333,2011
307,375000,196023,Robert Housler,TE,active,arizona-cardinals,571023,2011
308,450000,107125,O'Brien Schofield,OLB,active,arizona-cardinals,557125,2011
309,525000,21972,Will Davis,LB,active,arizona-cardinals,546972,2011
310,525000,12500,LaRod Stephens-Howling,RB,active,arizona-cardinals,537500,2011
311,810000,0,Chester Taylor,RB,active,arizona-cardinals,810000,2011
312,810000,0,Dave Zastudil,P,active,arizona-cardinals,810000,2011
313,685000,0,Hamza Abdullah,CB,active,arizona-cardinals,685000,2011
314,685000,0,D'Anthony Batiste,G,active,arizona-cardinals,685000,2011
315,525000,0,Richard Bartel,QB,active,arizona-cardinals,525000,2011
316,525000,0,Reggie Walker,ILB,active,arizona-cardinals,525000,2011
317,450000,45412,John Skelton,QB,active,arizona-cardinals,495412,2011
318,375000,118607,Sam Acho,OLB,active,arizona-cardinals,493607,2011
319,450000,12250,Jim Dray,TE,active,arizona-cardinals,462250,2011
320,450000,6000,Stephen Williams,WR,active,arizona-cardinals,456000,2011
321,452500,2500,Max Hall,QB,active,arizona-cardinals,455000,2011
322,450000,0,Crezdon Butler,CB,active,arizona-cardinals,450000,2011
323,450000,0,Marshay Green,CB,active,arizona-cardinals,450000,2011
324,375000,51725,Anthony Sherman,FB,active,arizona-cardinals,426725,2011
325,405000,5000,A.J. Jefferson,CB,active,arizona-cardinals,410000,2011
326,405000,0,Antonio Coleman,DE,active,arizona-cardinals,405000,2011
327,405000,0,Ronald Talley,DE,active,arizona-cardinals,405000,2011
328,375000,28947,Quan Sturdivant,ILB,active,arizona-cardinals,403947,2011
329,375000,25966,David Carter,DT,active,arizona-cardinals,400966,2011
330,375000,11475,Demarco Sampson,WR,active,arizona-cardinals,386475,2011
331,380000,0,Alfonso Smith,RB,active,arizona-cardinals,380000,2011
332,375000,0,Korey Lindsey,CB,active,arizona-cardinals,375000,2011
333,88400,0,Ricky Lumpkin,DT,practice_squad,arizona-cardinals,88400,2011
334,1333333,0,Joey Porter,LB,dead_cap,arizona-cardinals,1333333,2011
335,1300000,0,Derek Anderson,QB,dead_cap,arizona-cardinals,1300000,2011
336,1060000,0,Dominique Rodgers-Cromartie,CB,dead_cap,arizona-cardinals,1060000,2011
337,850000,0,Ben Graham,P,dead_cap,arizona-cardinals,850000,2011
338,0,478000,Cody Brown,DE,dead_cap,arizona-cardinals,478000,2011
339,0,66175,Jorrick Calvin,CB,dead_cap,arizona-cardinals,66175,2011
340,55294,0,Curtis Gatewood,LB,dead_cap,arizona-cardinals,55294,2011
341,50000,0,Reagan Maui'a,RB,dead_cap,arizona-cardinals,50000,2011
342,0,28947,Quan Sturdivant,ILB,dead_cap,arizona-cardinals,28947,2011
343,2000,0,Sean Jeffcoat,WR,dead_cap,arizona-cardinals,2000,2011
344,0,1000,Ricky Lumpkin,DT,dead_cap,arizona-cardinals,1000,2011
345,1000,0,Andrew Rich,CB,dead_cap,arizona-cardinals,1000,2011
346,1000,0,Jake Vermiglio,G,dead_cap,arizona-cardinals,1000,2011
347,250,0,William Powell,RB,dead_cap,arizona-cardinals,250,2011
348,5000000,19750000,Larry Fitzgerald,WR,active,arizona-cardinals,24750000,2012
349,1000000,9500000,Kevin Kolb,QB,active,arizona-cardinals,10500000,2012
350,3400000,6250000,Darnell Dockett,DE,active,arizona-cardinals,9650000,2012
351,3500000,1500000,Kerry Rhodes,S,active,arizona-cardinals,5000000,2012
352,2000000,3000000,Calais Campbell,DE,active,arizona-cardinals,5000000,2012
353,1212705,2975818,Patrick Peterson,CB,active,arizona-cardinals,4188523,2012
354,2500000,1500000,Stewart Bradley,ILB,active,arizona-cardinals,4000000,2012
355,2500000,1018750,Daryl Washington,ILB,active,arizona-cardinals,3518750,2012
356,700000,2475000,Daryn Colledge,G,active,arizona-cardinals,3175000,2012
357,700000,2880000,Beanie Wells,RB,active,arizona-cardinals,3580000,2012
358,1500000,1425000,Adrian Wilson,S,active,arizona-cardinals,2925000,2012
359,2400000,266667,Paris Lenon,ILB,active,arizona-cardinals,2666667,2012
360,1000000,1650000,Levi Brown,LT,active,arizona-cardinals,2650000,2012
361,1950000,383334,Jeff King,TE,active,arizona-cardinals,2333334,2012
362,900000,1100000,Adam Snyder,G,active,arizona-cardinals,2000000,2012
363,700000,1275000,Lyle Sendlein,C,active,arizona-cardinals,1975000,2012
364,1927000,0,LaRod Stephens-Howling,RB,active,arizona-cardinals,1927000,2012
365,645000,2240000,Dan Williams,DT,active,arizona-cardinals,2885000,2012
366,390000,1423000,Michael Floyd,WR,active,arizona-cardinals,1813000,2012
367,1450000,250000,Early Doucet,WR,active,arizona-cardinals,1700000,2012
368,975000,375000,William Gay,CB,active,arizona-cardinals,1350000,2012
369,925000,366668,Jeremy Bridges,G,active,arizona-cardinals,1291668,2012
